iter	Passed	Remaining
501	676	670
502	676	668
503	677	667
504	678	665
505	681	665
506	683	664
507	684	662
508	685	660
509	686	659
510	686	657
511	687	655
512	688	653
513	689	652
514	690	650
515	691	648
516	692	647
517	708	659
518	709	657
519	710	656
520	712	655
521	713	653
522	714	651
523	715	649
524	716	648
525	717	646
526	718	645
527	719	643
528	720	641
529	721	639
530	722	637
531	723	636
532	724	634
533	725	632
534	725	630
535	728	630
536	729	629
537	731	627
538	731	626
539	732	624
540	733	622
541	734	620
542	735	619
543	736	617
544	737	615
545	738	613
546	739	612
547	739	610
548	740	608
549	741	606
550	746	608
551	747	606
552	748	604
553	749	603
554	749	601
555	750	599
556	751	597
557	752	596
558	753	594
559	754	592
560	755	591
561	756	589
562	757	587
563	757	585
564	760	585
565	761	583
566	762	582
567	763	580
568	764	578
569	764	577
570	765	575
571	766	573
572	767	571
573	768	570
574	769	568
575	772	568
576	773	566
577	776	566
578	777	565
579	778	563
580	778	561
581	779	560
582	780	558
583	788	561
584	792	562
585	793	560
586	794	558
587	795	557
588	795	555
589	796	553
590	797	552
591	799	550
592	800	549
593	800	547
594	812	553
595	813	551
596	814	550
597	815	548
598	816	546
599	817	545
600	818	543
601	819	541
602	820	540
603	821	538
604	824	538
605	825	536
606	825	534
607	826	533
608	827	531
609	828	529
610	829	528
611	830	526
612	831	525
613	832	523
614	833	521
615	834	520
616	835	518
617	836	516
618	838	516
619	839	514
620	840	512
621	841	511
622	842	509
623	843	508
624	844	506
625	845	505
626	846	503
627	847	501
628	848	500
629	849	498
630	850	497
631	851	495
632	854	495
633	855	493
634	856	492
635	857	490
636	858	488
637	859	487
638	859	485
639	860	484
640	861	482
641	862	481
642	863	479
643	865	478
644	866	476
645	867	475
646	869	474
647	870	473
648	871	471
649	872	469
650	873	468
651	874	466
652	875	465
653	876	463
654	877	462
655	878	460
656	878	458
657	879	457
658	880	455
659	881	454
660	882	452
661	884	451
662	885	450
663	886	448
664	887	447
665	888	445
666	889	444
667	890	442
668	891	440
669	892	439
670	892	437
671	893	436
672	894	434
673	895	433
674	896	431
675	897	430
676	900	429
677	902	428
678	903	426
679	903	425
680	904	423
681	905	422
682	906	420
683	907	419
684	908	417
685	909	416
686	909	414
687	910	413
688	911	411
689	912	410
690	913	408
691	915	407
692	916	405
693	920	405
694	921	404
695	922	402
696	923	401
697	923	399
698	924	398
699	925	396
700	926	395
701	927	393
702	928	392
703	929	390
704	934	390
705	935	389
706	936	387
707	937	386
708	958	393
709	959	391
710	960	390
711	961	388
712	962	387
713	964	386
714	965	384
715	966	383
716	967	381
717	968	380
718	969	378
719	969	377
720	970	375
721	971	374
722	972	372
723	973	371
724	974	369
725	975	368
726	976	366
727	976	365
728	977	363
729	981	362
730	982	361
731	983	359
732	983	358
733	984	356
734	985	355
735	986	353
736	987	352
737	988	350
738	989	349
739	990	347
740	998	348
741	999	347
742	1000	345
743	1001	344
744	1001	342
745	1002	341
746	1003	339
747	1004	338
748	1005	336
749	1006	335
750	1007	333
751	1008	332
752	1008	330
753	1016	331
754	1017	330
755	1018	328
756	1019	327
757	1020	325
758	1021	324
759	1022	322
760	1023	321
761	1023	319
762	1024	318
763	1027	317
764	1028	315
765	1029	314
766	1029	312
767	1030	311
768	1031	309
769	1032	308
770	1033	306
771	1034	305
772	1035	303
773	1036	302
774	1037	301
775	1038	299
776	1039	298
777	1040	296
778	1043	295
779	1044	294
780	1045	293
781	1049	292
782	1050	291
783	1050	289
784	1051	288
785	1052	286
786	1053	285
787	1054	283
788	1060	283
789	1062	282
790	1062	280
791	1063	279
792	1064	277
793	1065	276
794	1066	275
795	1067	273
796	1068	272
797	1069	270
798	1070	269
799	1071	267
800	1071	266
801	1074	265
802	1075	263
803	1076	262
804	1077	260
805	1078	259
806	1079	258
807	1079	256
808	1080	255
809	1081	253
810	1082	252
811	1083	250
812	1084	249
813	1085	248
814	1086	246
815	1087	245
816	1090	244
817	1091	242
818	1092	241
819	1093	240
820	1094	238
821	1098	237
822	1099	236
823	1100	235
824	1101	233
825	1102	232
826	1103	230
827	1106	229
828	1107	228
829	1108	226
830	1109	225
831	1109	224
832	1110	222
833	1111	221
834	1112	219
835	1113	218
836	1114	217
837	1115	215
838	1116	214
839	1117	212
840	1118	211
841	1119	209
842	1119	208
843	1120	207
844	1121	205
845	1125	204
846	1126	203
847	1127	202
848	1130	201
849	1131	199
850	1132	198
851	1133	196
852	1139	196
853	1140	194
854	1141	193
855	1142	192
856	1143	190
857	1144	189
858	1146	188
859	1147	186
860	1148	185
861	1149	184
862	1150	182
863	1151	181
864	1152	179
865	1153	178
866	1154	177
867	1155	175
868	1156	174
869	1157	172
870	1158	171
871	1158	170
872	1159	168
873	1163	167
874	1164	166
875	1165	164
876	1166	163
877	1166	162
878	1167	160
879	1168	159
880	1169	158
881	1170	156
882	1171	155
883	1172	153
884	1174	152
885	1175	151
886	1176	149
887	1177	148
888	1180	147
889	1181	146
890	1183	144
891	1185	143
892	1186	142
893	1187	140
894	1188	139
895	1189	138
896	1189	136
897	1190	135
898	1191	133
899	1192	132
900	1193	131
901	1194	129
902	1195	128
903	1196	127
904	1197	125
905	1204	124
906	1205	123
907	1206	122
908	1207	120
909	1208	119
910	1209	118
911	1209	116
912	1210	115
913	1211	114
914	1212	112
915	1222	112
916	1223	110
917	1224	109
918	1224	107
919	1225	106
920	1226	105
921	1227	103
922	1228	102
923	1229	101
924	1232	99
925	1233	98
926	1234	97
927	1235	95
928	1236	94
929	1237	93
930	1238	91
931	1239	90
932	1240	89
933	1241	87
934	1241	86
935	1242	84
936	1243	83
937	1244	82
938	1245	80
939	1248	79
940	1249	78
941	1250	77
942	1251	75
943	1252	74
944	1253	72
945	1256	71
946	1257	70
947	1260	69
948	1261	67
949	1263	66
950	1266	65
951	1267	63
952	1268	62
953	1269	61
954	1270	59
955	1271	58
956	1272	57
957	1273	55
958	1274	54
959	1275	53
960	1275	51
961	1276	50
962	1279	49
963	1280	47
964	1281	46
965	1282	45
966	1283	43
967	1283	42
968	1284	41
969	1285	39
970	1286	38
971	1287	37
972	1288	35
973	1289	34
974	1290	33
975	1291	31
976	1292	30
977	1295	29
978	1296	27
979	1297	26
980	1298	25
981	1299	23
982	1300	22
983	1301	21
984	1302	19
985	1303	18
986	1303	17
987	1304	15
988	1305	14
989	1306	13
990	1315	11
991	1315	10
992	1316	9
993	1317	7
994	1318	6
995	1319	5
996	1320	3
997	1321	2
998	1322	1
999	1323	0
