,Unnamed: 0,make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
8743,8743,Opel Corsa,Other,11300,10,66,New,_Black,0.999,BENZINE,11,2,9,2019.0,White_,4,5,Manual,4.6,5.6,105
8744,8744,Opel Corsa,Other,13890,10,66,Pre-registered,_Black,1.398,BENZINE,8,1,11,2018.0,Black_,4,5,Automatic,6.6,8.2,165
8745,8745,Opel Corsa,Compact,13890,10115,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Silver,5,5,Automatic,6.6,8.2,150
8746,8746,Opel Corsa,Compact,13890,23258,66,Used,_Black,1.398,BENZINE,15,4,15,2018.0,Black_,5,5,Automatic,6.0,7.8,140
8747,8747,Opel Corsa,Compact,13890,10,66,Used,_Black,1.398,BENZINE,9,1,12,2019.0,Black_,5,5,Automatic,5.9,7.9,137
8748,8748,Opel Corsa,Compact,13890,5865,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Black_,5,5,Automatic,6.6,8.2,150
8749,8749,Opel Corsa,Compact,13890,6975,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Blue_,5,5,Automatic,6.6,8.2,150
8750,8750,Opel Corsa,Compact,13890,10115,66,Used,_Black,1.398,BENZINE,11,1,13,2018.0,Silver,5,5,Automatic,6.3,7.8,143
8751,8751,Opel Corsa,Compact,13890,7718,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Black_,5,5,Automatic,6.6,8.2,150
8752,8752,Opel Corsa,Compact,13890,3978,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Black_,5,5,Automatic,6.6,8.2,150
8753,8753,Opel Corsa,Compact,13890,8355,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Grey_,5,5,Automatic,6.6,8.2,150
8754,8754,Opel Corsa,Compact,13890,5900,66,Employee's car,_Black,1.398,BENZINE,14,2,11,2018.0,Grey_,5,5,Automatic,6.2,7.8,143
8755,8755,Opel Corsa,Compact,13890,7077,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Grey_,5,5,Automatic,6.6,8.2,150
8756,8756,Opel Corsa,Compact,13890,5977,66,Used,_Black,1.398,BENZINE,15,2,14,2019.0,Silver,5,5,Automatic,6.6,7.4,167
8757,8757,Opel Corsa,Compact,13890,7472,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Black_,5,5,Automatic,6.6,8.2,150
8758,8758,Opel Corsa,Compact,13890,7110,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Silver,5,5,Automatic,6.6,8.2,150
8759,8759,Opel Corsa,Compact,13890,19337,66,Used,_Black,1.398,BENZINE,15,4,15,2018.0,Silver,5,5,Automatic,6.0,7.8,140
8760,8760,Opel Corsa,Compact,13890,8930,66,Used,_Black,1.398,BENZINE,13,1,11,2018.0,Blue_,5,5,Automatic,4.7,5.8,110
8761,8761,Opel Corsa,Compact,13890,9931,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Black_,5,5,Automatic,6.6,8.2,150
8762,8762,Opel Corsa,Compact,13890,5034,66,Employee's car,_Black,1.398,BENZINE,11,2,14,2018.0,Black_,5,5,Automatic,6.6,8.2,150
8763,8763,Opel Corsa,Compact,7600,4222,66,Used,_Black,1.398,BENZINE,4,1,10,2016.0,Silver,5,5,Manual,5.1,6.7,118
8764,8764,Opel Corsa,Compact,7650,104160,55,Used,_Black,1.248,DIESEL,7,1,10,2016.0,Grey_,5,5,Manual,3.8,4.6,101
8765,8765,Opel Corsa,Sedans,7750,129617,55,Used,_Grey,1.4003906,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8766,8766,Opel Corsa,Sedans,7650,144260,70,Used,_Grey,1.4003906,DIESEL,19,1,13,2016.0,White_,4,5,Manual,6.0,5.8,117
8767,8767,Opel Corsa,Sedans,7650,10000,51,Used,_Black,1.229,BENZINE,5,2,14,2016.0,Brown_,4,5,Manual,5.6,7.2,129
8768,8768,Opel Corsa,Sedans,7650,144260,70,Used,_Grey,1.229,DIESEL,19,1,13,2016.0,White_,4,5,Manual,6.0,5.8,117
8769,8769,Opel Corsa,Sedans,7650,117018,55,Used,_Grey,1.229,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8770,8770,Opel Corsa,Sedans,7650,117018,55,Used,_Grey,1.4003906,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8771,8771,Opel Corsa,Compact,7650,142,40,New,_Other,0.973,BENZINE,1,1,7,2019.0,Grey_,5,5,Manual,4.7,5.8,117
8772,8772,Opel Corsa,Compact,7650,51000,51,Used,_Black,1.229,BENZINE,4,1,13,2016.0,White_,5,5,Manual,5.4,6.7,128
8773,8773,Opel Corsa,Compact,7650,15900,51,Used,_Black,1.229,BENZINE,4,1,12,2016.0,Red,5,5,Manual,5.4,6.7,128
8774,8774,Opel Corsa,Sedans,7650,137058,55,Used,_Grey,1.248,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,107
8775,8775,Opel Corsa,Compact,7800,58600,66,Used,_Black,1.398,BENZINE,8,2,13,2016.0,Grey_,5,5,Manual,5.2,6.8,120
8776,8776,Opel Corsa,Sedans,7880,45065,51,Used,_Other,1.229,BENZINE,5,2,10,2017.0,Silver,4,5,Manual,5.3,6.6,124
8777,8777,Opel Corsa,Compact,7950,39990,51,Used,_Black,1.229,BENZINE,4,1,12,2016.0,White_,5,5,Manual,5.4,6.7,128
8778,8778,Opel Corsa,Compact,7950,108757,71,Used,_Black,1.248,DIESEL,8,3,14,2016.0,Red,5,5,Manual,3.3,3.8,85
8779,8779,Opel Corsa,Sedans,7950,90000,55,Used,_Other,1.248,DIESEL,4,2,13,2016.0,White_,4,5,Manual,3.8,4.6,107
8780,8780,Opel Corsa,Compact,7950,39240,51,Used,_Black,1.2,BENZINE,5,1,9,2016.0,Black_,5,5,Manual,5.9,7.4,134
8781,8781,Opel Corsa,Sedans,7900,80182,51,Used,_Grey,1.229,BENZINE,8,1,10,2016.0,Black_,4,5,Manual,5.3,6.6,124
8782,8782,Opel Corsa,Sedans,7879,59613,51,Used,_Other,1.229,BENZINE,6,2,11,2017.0,Black_,4,5,Manual,5.3,6.6,124
8783,8783,Opel Corsa,Sedans,7879,39962,51,Used,_Other,1.229,BENZINE,5,2,11,2017.0,Silver,4,5,Manual,5.3,6.6,124
8784,8784,Opel Corsa,Compact,7950,41820,51,Used,_Black,1.229,BENZINE,5,1,15,2016.0,White_,5,5,Manual,5.4,6.7,128
8785,8785,Opel Corsa,Sedans,10500,55000,70,Used,_Black,1.248,DIESEL,11,2,3,2017.0,Blue_,4,5,Semi-automatic,3.1,3.4,82
8786,8786,Opel Corsa,Compact,10900,48525,70,Used,_Grey,1.248,DIESEL,6,1,8,2016.0,Grey_,5,5,Semi-automatic,3.1,3.4,82
8787,8787,Opel Corsa,Sedans,12450,17900,66,Used,_Black,1.398,BENZINE,8,1,11,2017.0,Blue_,4,5,Semi-automatic,4.7,5.8,110
8788,8788,Opel Corsa,Coupe,10500,39000,70,Used,_Other,1.248,DIESEL,3,2,7,2016.0,Silver,2,5,Semi-automatic,3.1,3.4,82
8789,8789,Opel Corsa,Sedans,10900,6537,66,Used,_Black,1.398,BENZINE,17,2,16,2017.0,Silver,4,5,Semi-automatic,4.7,5.8,110
8790,8790,Opel Corsa,Sedans,10500,55000,70,Used,_Black,1.248,DIESEL,11,2,3,2017.0,Blue_,4,5,Semi-automatic,3.1,3.4,82
8791,8791,Opel Corsa,Compact,13680,15294,66,Used,_Black,1.398,BENZINE,13,2,13,2018.0,Silver,5,5,Semi-automatic,4.8,5.8,112
8792,8792,Opel Corsa,Sedans,10500,55000,70,Used,_Black,1.248,DIESEL,11,2,3,2017.0,Blue_,4,5,Semi-automatic,3.1,3.4,82
8793,8793,Opel Corsa,Sedans,12980,20615,66,Used,Cloth,1.398,BENZINE,14,1,12,2017.0,Grey_,4,5,Semi-automatic,4.9,6.2,116
8794,8794,Opel Corsa,Sedans,13550,12431,66,Used,_Black,1.398,BENZINE,14,1,14,2018.0,Red,4,5,Semi-automatic,4.7,5.8,110
8795,8795,Opel Corsa,Compact,13591,5235,66,Demonstration,_Black,1.398,BENZINE,14,3,16,2018.0,White_,5,5,Semi-automatic,4.9,6.2,116
8796,8796,Opel Corsa,Compact,13290,13605,66,Used,_Black,1.4,BENZINE,14,3,12,2018.0,Black_,5,5,Semi-automatic,4.8,5.8,110
8797,8797,Opel Corsa,Compact,12990,9900,66,Used,_Black,1.398,BENZINE,17,3,14,2018.0,Black_,5,5,Semi-automatic,4.7,5.8,110
8798,8798,Opel Corsa,Compact,12950,29951,66,Used,_Grey,1.398,BENZINE,5,1,8,2016.0,Blue_,5,5,Semi-automatic,4.8,5.8,112
8799,8799,Opel Corsa,Sedans,12900,19200,66,Used,_Black,1.398,BENZINE,14,1,12,2018.0,Red,4,5,Semi-automatic,4.7,5.8,110
8800,8800,Opel Corsa,Compact,12900,27210,66,Used,_Black,1.398,BENZINE,14,2,12,2018.0,Green,5,5,Semi-automatic,5.2,6.8,120
8801,8801,Opel Corsa,Sedans,12500,24421,66,Used,_Black,1.398,BENZINE,10,1,8,2018.0,Black_,4,5,Semi-automatic,4.7,5.8,110
8802,8802,Opel Corsa,Sedans,12500,16693,66,Used,_Black,1.398,BENZINE,7,1,9,2018.0,Grey_,4,5,Semi-automatic,4.7,5.8,110
8803,8803,Opel Corsa,Sedans,15690,300,66,Demonstration,_Other,1.398,BENZINE,13,1,11,2018.0,Blue_,4,5,Semi-automatic,4.8,5.8,112
8804,8804,Opel Corsa,Compact,15790,6500,66,Used,_Black,1.398,BENZINE,15,1,13,2018.0,White_,5,5,Semi-automatic,4.7,5.8,110
8805,8805,Opel Corsa,Compact,14990,26607,66,Used,_Other,1.398,BENZINE,5,1,2,2016.0,Grey_,5,5,Semi-automatic,4.7,5.8,110
8806,8806,Opel Corsa,Sedans,12490,22179,66,Used,_Black,1.398,BENZINE,15,2,16,2017.0,Silver,4,5,Semi-automatic,4.7,5.8,110
8807,8807,Opel Corsa,Sedans,12490,6749,66,Used,_Black,1.398,BENZINE,11,1,9,2017.0,Blue_,4,5,Semi-automatic,4.8,5.9,112
8808,8808,Opel Corsa,Compact,14950,33656,65,Used,Cloth,1.398,BENZINE,13,2,11,2018.0,Blue_,5,5,Semi-automatic,4.7,5.8,110
8809,8809,Opel Corsa,Compact,14950,28037,65,Used,Cloth,1.398,BENZINE,13,2,11,2018.0,Blue_,5,5,Semi-automatic,4.7,5.8,110
8810,8810,Opel Corsa,Sedans,13990,50,66,Pre-registered,_Black,1.398,BENZINE,11,2,11,2018.0,Black_,4,5,Semi-automatic,4.8,5.8,112
8811,8811,Opel Corsa,Sedans,10500,18000,66,Used,_Black,1.398,BENZINE,11,3,13,2018.0,Grey_,4,5,Semi-automatic,4.7,5.8,110
8812,8812,Opel Corsa,Compact,10450,20100,66,Used,_Black,1.398,BENZINE,13,3,14,2016.0,White_,5,5,Semi-automatic,4.7,5.8,110
8813,8813,Opel Corsa,Compact,14950,37292,65,Used,Cloth,1.398,BENZINE,13,2,11,2018.0,Black_,5,5,Semi-automatic,4.7,5.8,110
8814,8814,Opel Corsa,Sedans,14490,10950,66,Used,_Black,1.398,BENZINE,12,2,14,2018.0,Red,4,5,Semi-automatic,4.7,5.8,110
8815,8815,Opel Corsa,Compact,13999,644,66,Employee's car,_Black,1.4,BENZINE,17,2,14,2018.0,Black_,5,5,Semi-automatic,4.8,5.8,112
8816,8816,Opel Corsa,Sedans,10270,12177,55,Used,_Other,1.398,BENZINE,8,1,7,2018.0,Red,4,5,Semi-automatic,4.7,5.8,118
8817,8817,Opel Corsa,Sedans,10200,28342,70,Used,_Other,1.248,DIESEL,6,1,7,2016.0,White_,4,5,Semi-automatic,3.1,3.4,82
8818,8818,Opel Corsa,Sedans,9990,16399,51,Used,_Black,1.229,BENZINE,8,1,11,2018.0,Black_,4,5,Semi-automatic,5.4,6.7,126
8819,8819,Opel Corsa,Compact,9950,6393,66,Used,_Black,1.398,BENZINE,6,1,15,2017.0,Silver,5,5,Semi-automatic,4.8,5.9,112
8820,8820,Opel Corsa,Sedans,9850,46000,66,Used,_Other,1.398,BENZINE,2,1,10,2017.0,Grey_,4,5,Semi-automatic,5.2,6.8,120
8821,8821,Opel Corsa,Sedans,8500,87075,66,Used,_Black,1.398,BENZINE,9,2,8,2016.0,Black_,4,5,Semi-automatic,4.7,5.8,110
8822,8822,Opel Corsa,Sedans,9250,82400,70,Used,_Other,1.248,DIESEL,12,1,14,2016.0,Black_,4,5,Semi-automatic,3.4,3.9,90
8823,8823,Opel Corsa,Sedans,8400,116000,70,Used,_Other,1.248,DIESEL,3,2,7,2016.0,Grey_,4,5,Semi-automatic,3.1,3.4,82
8824,8824,Opel Corsa,Sedans,8000,115000,70,Used,_Other,1.248,DIESEL,3,2,7,2016.0,Silver,4,5,Semi-automatic,3.1,3.4,82
8825,8825,Opel Corsa,Sedans,11850,13164,66,Used,_Black,1.398,BENZINE,8,1,11,2018.0,Grey_,4,5,Semi-automatic,5.4,5.8,112
8826,8826,Opel Corsa,Sedans,8500,99000,66,Used,_Black,1.398,BENZINE,12,3,11,2016.0,Black_,4,5,Semi-automatic,4.7,5.8,110
8827,8827,Opel Corsa,Compact,11750,25511,66,Used,_Black,1.4,BENZINE,17,4,16,2016.0,White_,5,5,Semi-automatic,5.0,6.3,119
8828,8828,Opel Corsa,Compact,11750,80237,66,Used,_Black,1.398,BENZINE,7,2,11,2016.0,Silver,5,5,Semi-automatic,4.8,5.8,112
8829,8829,Opel Corsa,Compact,12400,21700,66,Employee's car,_Black,1.398,BENZINE,14,2,12,2018.0,Blue_,5,5,Semi-automatic,5.2,6.8,120
8830,8830,Opel Corsa,Compact,7950,21500,51,Used,_Black,1.229,BENZINE,4,1,12,2016.0,White_,5,5,Manual,5.4,6.7,128
8831,8831,Opel Corsa,Sedans,7950,36115,51,Used,_Black,1.229,BENZINE,4,1,10,2016.0,White_,4,5,Manual,5.4,6.7,126
8832,8832,Opel Corsa,Compact,7950,91000,51,Used,_Grey,1.248,DIESEL,6,1,10,2016.0,Black_,5,5,Manual,3.8,4.5,100
8833,8833,Opel Corsa,Compact,11000,24000,66,Used,_Black,1.398,BENZINE,6,2,8,2018.0,Blue_,5,5,Semi-automatic,4.8,5.8,112
8834,8834,Opel Corsa,Compact,7950,91000,51,Used,_Grey,1.248,DIESEL,6,1,10,2016.0,Black_,5,5,Manual,3.8,4.5,100
8835,8835,Opel Corsa,Sedans,7950,92000,51,Used,_Other,1.248,DIESEL,6,1,8,2016.0,Black_,4,5,Manual,3.4,3.8,108
8836,8836,Opel Corsa,Sedans,10990,26820,66,Used,_Black,1.398,BENZINE,11,1,14,2017.0,Silver,4,5,Semi-automatic,4.7,5.8,110
8837,8837,Opel Corsa,Sedans,7500,90700,66,Used,_Grey,1.398,BENZINE,8,1,9,2016.0,Black_,4,5,Semi-automatic,4.7,5.8,110
8838,8838,Opel Corsa,Compact,7950,91000,51,Used,_Grey,1.248,DIESEL,6,1,10,2016.0,Black_,5,5,Manual,3.8,4.5,100
8839,8839,Opel Corsa,Sedans,7950,117736,55,Used,_Grey,1.398,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8840,8840,Opel Corsa,Sedans,7950,117736,55,Used,_Grey,1.4003906,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8841,8841,Opel Corsa,Sedans,7950,82000,51,Used,_Other,1.229,BENZINE,3,1,13,2017.0,Blue_,4,5,Manual,5.6,7.2,128
8842,8842,Opel Corsa,Sedans,7950,117736,55,Used,_Grey,1.4003906,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8843,8843,Opel Corsa,Compact,7950,51862,66,Used,_Other,1.398,BENZINE,19,1,13,2017.0,Grey_,5,5,Manual,4.7,5.8,110
8844,8844,Opel Corsa,Sedans,7950,103854,55,Used,_Grey,1.4003906,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8845,8845,Opel Corsa,Sedans,7950,117736,55,Used,_Grey,1.229,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8846,8846,Opel Corsa,Sedans,7950,103854,55,Used,_Grey,1.248,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,107
8847,8847,Opel Corsa,Sedans,7950,103854,55,Used,_Grey,1.248,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,107
8848,8848,Opel Corsa,Sedans,7950,103854,55,Used,_Grey,1.248,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,107
8849,8849,Opel Corsa,Sedans,7879,39962,51,Used,_Other,1.229,BENZINE,5,2,11,2017.0,Silver,4,5,Manual,5.3,6.6,124
8850,8850,Opel Corsa,Compact,7950,92000,51,Used,_Grey,1.248,DIESEL,6,1,10,2016.0,Black_,5,5,Manual,3.8,4.5,100
8851,8851,Opel Corsa,Compact,7950,92000,51,Used,_Grey,1.248,DIESEL,6,1,10,2016.0,Black_,5,5,Manual,3.8,4.5,100
8852,8852,Opel Corsa,Compact,7950,92000,51,Used,_Grey,1.248,DIESEL,6,1,10,2016.0,Black_,5,5,Manual,3.8,4.5,100
8853,8853,Opel Corsa,Sedans,7879,59613,51,Used,_Other,1.229,BENZINE,5,2,11,2017.0,Black_,4,5,Manual,5.3,6.6,124
8854,8854,Opel Corsa,Compact,7850,15000,51,Used,_Black,1.229,BENZINE,9,1,14,2016.0,White_,5,5,Manual,5.4,6.7,128
8855,8855,Opel Corsa,Compact,7850,38800,51,Used,_Other,1.229,BENZINE,4,1,12,2016.0,White_,5,5,Manual,5.4,6.7,124
8856,8856,Opel Corsa,Sedans,7850,115249,55,Used,_Grey,1.229,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8857,8857,Opel Corsa,Compact,7850,35100,51,Used,_Black,1.229,BENZINE,4,1,11,2016.0,White_,5,5,Manual,5.4,6.7,126
8858,8858,Opel Corsa,Sedans,7850,115249,55,Used,_Grey,1.229,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8859,8859,Opel Corsa,Sedans,7850,115249,55,Used,_Grey,1.229,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8860,8860,Opel Corsa,Compact,7821,28895,51,Used,_Black,1.229,BENZINE,6,3,14,2016.0,White_,5,5,Manual,5.4,6.7,128
8861,8861,Opel Corsa,Sedans,7850,115249,55,Used,_Grey,1.4,DIESEL,19,1,13,2016.0,White_,4,5,Manual,4.7,5.8,117
8862,8862,Opel Corsa,Sedans,7800,82000,51,Used,_Black,1.229,BENZINE,4,1,11,2016.0,Silver,4,5,Manual,5.3,6.6,124
8863,8863,Opel Corsa,Van,7900,33633,51,Used,_Other,1.229,BENZINE,4,1,4,2016.0,White_,5,5,Manual,5.4,6.7,124
8864,8864,Opel Corsa,Van,7900,33633,51,Used,_Other,1.229,BENZINE,4,1,4,2016.0,White_,5,5,Manual,5.4,6.7,124
8865,8865,Opel Corsa,Off-Road,7900,35410,66,Used,_Other,1.4,BENZINE,19,1,13,2017.0,Blue_,5,5,Manual,5.2,6.9,120
8866,8866,Opel Corsa,Sedans,7900,50000,51,Used,_Black,1.229,BENZINE,9,2,12,2017.0,White_,4,5,Manual,5.3,6.6,124
8867,8867,Opel Corsa,Off-Road,7900,37634,66,Used,_Other,1.4,BENZINE,4,1,7,2017.0,Grey_,5,5,Manual,5.2,6.9,120
8868,8868,Opel Corsa,Coupe,7900,30000,51,Used,_Other,1.229,BENZINE,3,1,7,2017.0,Red,2,5,Manual,5.3,6.6,124
8869,8869,Opel Corsa,Sedans,7900,64249,51,Used,_Black,1.229,BENZINE,4,1,12,2016.0,Silver,4,5,Manual,5.4,6.7,126
8870,8870,Opel Corsa,Sedans,7900,15887,51,Used,Cloth,1.229,BENZINE,11,1,11,2016.0,Silver,4,5,Manual,5.4,6.7,124
8871,8871,Opel Corsa,Sedans,7900,45200,51,Used,_Black,1.229,BENZINE,4,2,12,2017.0,Black_,4,5,Manual,5.3,6.6,124
8872,8872,Opel Corsa,Other,7900,85899,66,Used,_Other,1.398,BENZINE,19,1,13,2016.0,Grey_,4,5,Manual,5.2,6.9,120
8873,8873,Opel Corsa,Sedans,7900,84097,51,Used,_Grey,1.229,BENZINE,8,4,12,2016.0,Silver,4,5,Manual,5.3,6.6,124
8874,8874,Opel Corsa,Sedans,7900,95000,51,Used,_Black,1.229,BENZINE,10,4,14,2016.0,Black_,4,5,Manual,5.3,6.6,124
8875,8875,Opel Corsa,Compact,7900,13160,51,Used,Cloth,1.229,BENZINE,4,1,11,2016.0,Blue_,5,5,Manual,5.6,7.3,129
8876,8876,Opel Corsa,Sedans,7900,45000,55,Used,_Other,1.248,DIESEL,4,1,13,2016.0,White_,4,5,Manual,3.8,4.6,107
8877,8877,Opel Corsa,Coupe,7800,59144,85,Used,_Other,0.998,BENZINE,5,1,9,2016.0,Red,2,5,Manual,4.9,6.2,114
8878,8878,Opel Corsa,Compact,7800,55400,66,Used,_Black,1.398,BENZINE,8,2,13,2016.0,Grey_,5,5,Manual,5.2,6.8,120
8879,8879,Opel Corsa,Sedans,7949,29863,66,Used,_Other,1.398,BENZINE,16,5,14,2017.0,Grey_,4,5,Manual,5.1,6.5,120
8880,8880,Opel Corsa,Sedans,7800,54999,51,Used,_Other,1.229,BENZINE,2,1,1,2017.0,Grey_,4,5,Manual,5.4,6.7,124
8881,8881,Opel Corsa,Sedans,7949,30563,66,Used,_Other,1.398,BENZINE,17,5,16,2017.0,Grey_,4,5,Manual,5.1,6.5,120
8882,8882,Opel Corsa,Sedans,7800,50845,66,Used,_Black,1.398,BENZINE,10,5,16,2016.0,Black_,4,5,Manual,5.1,6.5,120
8883,8883,Opel Corsa,Sedans,7949,32301,66,Used,_Other,1.398,BENZINE,16,5,14,2017.0,Grey_,4,5,Manual,5.1,6.5,120
8884,8884,Opel Corsa,Sedans,7900,70000,51,Used,_Black,1.229,BENZINE,7,2,16,2016.0,Silver,4,5,Manual,5.4,6.7,126
8885,8885,Opel Corsa,Compact,7949,46345,66,Used,_Black,1.398,BENZINE,6,1,12,2017.0,Silver,5,5,Manual,5.2,6.6,123
8886,8886,Opel Corsa,Other,7900,25902,66,Used,_Other,1.398,BENZINE,19,1,13,2016.0,Red,4,5,Manual,5.2,6.9,120
8887,8887,Opel Corsa,Sedans,7900,51921,51,Used,_Grey,1.229,BENZINE,5,1,9,2017.0,Silver,4,5,Manual,5.4,6.7,124
8888,8888,Opel Corsa,Sedans,7900,16000,51,Used,_Other,1.229,BENZINE,7,1,13,2016.0,White_,4,5,Manual,5.4,6.7,126
8889,8889,Opel Corsa,Sedans,7900,49000,51,Used,_Other,1.229,BENZINE,2,1,8,2017.0,Silver,4,5,Manual,5.0,6.0,124
8890,8890,Opel Corsa,Compact,7900,90000,51,Used,_Black,1.229,BENZINE,10,1,15,2016.0,Grey_,5,5,Manual,5.4,6.7,128
8891,8891,Opel Corsa,Sedans,7900,49000,51,Used,_Other,1.229,BENZINE,2,1,8,2017.0,Grey_,4,5,Manual,5.0,6.0,124
8892,8892,Opel Corsa,Sedans,7900,98438,70,Used,_Black,1.248,DIESEL,17,3,17,2016.0,Black_,4,5,Manual,3.3,3.8,87
8893,8893,Opel Corsa,Sedans,7900,107000,70,Used,_Other,1.248,DIESEL,19,1,13,2016.0,Grey_,4,5,Manual,3.1,3.4,82
8894,8894,Opel Corsa,Sedans,7900,35800,51,Used,Cloth,1.229,BENZINE,9,1,11,2016.0,Grey_,4,5,Manual,5.4,6.7,126
8895,8895,Opel Corsa,Compact,7800,55700,66,Used,_Black,1.398,BENZINE,8,2,13,2016.0,Grey_,5,5,Manual,5.2,6.8,120
8896,8896,Opel Corsa,Compact,7900,82000,66,Used,_Other,1.398,BENZINE,19,1,13,2016.0,Black_,5,5,Manual,5.0,6.0,110
8897,8897,Opel Corsa,Compact,7900,82000,66,Used,_Other,1.398,BENZINE,19,1,13,2016.0,Black_,5,5,Manual,5.0,6.0,110
8898,8898,Opel Corsa,Sedans,7899,22800,51,Used,_Grey,1.229,BENZINE,11,1,12,2016.0,Grey_,4,5,Manual,5.6,7.2,129
8899,8899,Opel Corsa,Sedans,7898,8900,51,Used,Cloth,1.229,BENZINE,4,1,10,2016.0,White_,4,5,Manual,5.4,6.7,128
8900,8900,Opel Corsa,Compact,7899,25329,55,Used,_Black,1.398,BENZINE,4,1,10,2016.0,Red,5,5,Manual,5.2,6.9,120
8901,8901,Opel Corsa,Sedans,7899,69209,55,Used,Cloth,1.248,DIESEL,4,2,14,2016.0,Grey_,4,5,Manual,3.8,4.6,96
8902,8902,Opel Corsa,Sedans,7900,53000,70,Used,_Grey,1.248,DIESEL,12,4,16,2016.0,Grey_,4,5,Manual,3.4,3.8,108
8903,8903,Opel Corsa,Sedans,7896,41000,51,Used,_Black,1.229,BENZINE,4,1,8,2016.0,White_,4,5,Manual,5.6,7.2,129
8904,8904,Opel Corsa,Compact,7890,43142,51,Used,_Black,1.229,BENZINE,4,1,11,2016.0,White_,5,5,Manual,5.6,7.3,129
8905,8905,Opel Corsa,Compact,7890,39165,51,Used,_Grey,1.229,BENZINE,7,1,11,2016.0,Black_,5,5,Manual,5.4,6.7,124
8906,8906,Opel Corsa,Compact,7890,39910,51,Used,_Other,1.229,BENZINE,4,1,12,2016.0,White_,5,5,Manual,5.4,6.7,124
8907,8907,Opel Corsa,Sedans,7890,17700,51,Used,Cloth,1.229,BENZINE,3,1,13,2016.0,Blue_,4,5,Manual,5.4,6.7,128
8908,8908,Opel Corsa,Compact,7890,17700,51,Used,Cloth,1.229,BENZINE,3,1,13,2016.0,Blue_,5,5,Manual,5.4,6.7,128
8909,8909,Opel Corsa,Compact,7890,26500,51,Used,_Other,1.229,BENZINE,4,1,11,2016.0,White_,5,5,Manual,5.4,6.7,124
8910,8910,Opel Corsa,Compact,7890,21750,51,Used,_Other,1.229,BENZINE,4,1,12,2016.0,White_,5,5,Manual,5.4,6.7,124
8911,8911,Opel Corsa,Compact,7885,59150,51,Used,_Black,1.229,BENZINE,4,1,12,2016.0,Blue_,5,5,Manual,5.4,6.7,128
8912,8912,Opel Corsa,Compact,7880,24226,51,Used,_Grey,1.229,BENZINE,3,1,12,2016.0,Red,5,5,Manual,5.4,6.7,128
8913,8913,Opel Corsa,Sedans,7880,45065,51,Used,_Other,1.229,BENZINE,5,3,11,2017.0,Grey_,4,5,Manual,5.3,6.6,124
8914,8914,Opel Corsa,Compact,7880,43900,51,Used,_Black,1.229,BENZINE,3,1,9,2016.0,Red,5,5,Manual,5.6,7.3,124
8915,8915,Opel Corsa,Sedans,7880,47697,51,Used,_Black,1.229,BENZINE,4,1,12,2016.0,White_,4,5,Manual,5.4,6.7,128
8916,8916,Opel Corsa,Compact,7800,57200,66,Used,_Black,1.398,BENZINE,8,2,13,2016.0,Green,5,5,Manual,5.2,6.8,120
8917,8917,Opel Corsa,Sedans,7880,45065,51,Used,_Other,1.229,BENZINE,5,3,12,2017.0,Grey_,4,5,Manual,5.3,6.6,124
8918,8918,Opel Corsa,Sedans,7800,1800,51,Used,_Grey,1.229,BENZINE,3,1,11,2016.0,White_,4,5,Manual,5.6,7.2,129
8919,8919,Opel Corsa,Compact,7800,51800,66,Used,_Black,1.398,BENZINE,8,2,13,2016.0,Grey_,5,5,Manual,5.2,6.8,120
