,Unnamed: 0,make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
5222,5222,Audi A3,Compact,25228,0,110,New,_Other,1.968,DIESEL,19,1,13,2019.0,Blue_,5,5,Automatic,4.0,5.0,119
5223,5223,Audi A3,Station wagon,24990,10,85,New,Cloth,0.999,BENZINE,12,2,12,2019.0,Black_,5,5,Automatic,5.3,6.6,127
5224,5224,Audi A3,Sedans,24500,300,85,Pre-registered,_Black,0.999,BENZINE,12,2,16,2019.0,Grey_,4,5,Automatic,4.6,5.5,106
5225,5225,Audi A3,Sedans,24990,10,85,New,_Black,0.999,BENZINE,15,3,15,2019.0,White_,4,5,Automatic,5.1,5.8,117
5226,5226,Audi A3,Sedans,25200,1,110,New,_Other,1.968,DIESEL,3,1,8,2019.0,Silver,4,5,Automatic,4.4,5.2,115
5227,5227,Audi A3,Sedans,25000,0,110,Pre-registered,_Grey,1.395,BENZINE,5,1,11,2019.0,Silver,4,5,Automatic,4.7,5.8,111
5228,5228,Audi A3,Sedans,24500,10,85,Pre-registered,_Black,1.598,DIESEL,16,2,20,2019.0,Black_,4,5,Automatic,3.9,4.1,103
5229,5229,Audi A3,Station wagon,24990,10,85,New,Cloth,0.999,BENZINE,12,1,12,2019.0,White_,5,5,Automatic,5.3,6.6,127
5230,5230,Audi A3,Sedans,24500,0,85,Pre-registered,_Black,1.598,DIESEL,9,1,14,2019.0,Grey_,4,5,Automatic,3.9,4.1,103
5231,5231,Audi A3,Sedans,24500,1,85,Pre-registered,_Black,1.598,DIESEL,6,1,13,2019.0,Black_,4,5,Automatic,3.9,4.1,103
5232,5232,Audi A3,Sedans,24490,0,85,Pre-registered,_Grey,1.598,DIESEL,10,1,9,2019.0,Black_,4,5,Automatic,3.9,4.2,103
5233,5233,Audi A3,Sedans,24490,0,85,Pre-registered,_Grey,1.598,DIESEL,10,1,9,2019.0,Black_,4,5,Automatic,3.9,4.2,103
5234,5234,Audi A3,Sedans,24490,0,85,Pre-registered,_Grey,1.598,DIESEL,10,1,9,2019.0,Silver,4,5,Automatic,3.9,4.2,103
5235,5235,Audi A3,Station wagon,24450,0,85,New,_Black,0.999,BENZINE,14,3,13,2019.0,Black_,5,5,Automatic,4.5,5.4,104
5236,5236,Audi A3,Station wagon,24425,28,85,Used,_Other,1.598,DIESEL,15,3,13,2019.0,White_,5,5,Automatic,3.9,4.2,103
5237,5237,Audi A3,Sedans,24490,1,85,Used,_Black,0.999,BENZINE,21,3,21,2019.0,White_,4,5,Automatic,5.1,5.8,117
5238,5238,Audi A3,Sedans,24400,0,85,Pre-registered,_Black,1.598,DIESEL,4,1,10,2019.0,Black_,4,5,Automatic,3.9,4.4,99
5239,5239,Audi A3,Sedans,24300,0,96,Pre-registered,_Other,1.499,CNG,2,1,10,2019.0,White_,4,5,Automatic,3.9,4.4,117
5240,5240,Audi A3,Sedans,24300,0,96,New,_Other,1.499,CNG,2,1,10,2019.0,White_,4,5,Automatic,3.9,4.4,117
5241,5241,Audi A3,Sedans,24350,1,110,New,_Other,1.498,BENZINE,5,3,8,2019.0,Silver,4,5,Automatic,5.1,6.4,117
5242,5242,Audi A3,Sedans,24200,0,110,New,_Other,1.598,DIESEL,11,2,11,2019.0,White_,4,5,Automatic,4.0,4.3,105
5243,5243,Audi A3,Compact,24542,0,110,New,_Other,1.968,DIESEL,19,1,13,2019.0,Silver,5,5,Automatic,4.0,5.0,119
5244,5244,Audi A3,Sedans,24100,0,85,Pre-registered,_Black,0.999,BENZINE,5,1,11,2019.0,White_,4,5,Automatic,5.1,5.8,117
5245,5245,Audi A3,Sedans,24100,0,85,Pre-registered,_Black,0.999,BENZINE,5,1,11,2019.0,Black_,4,5,Automatic,5.1,5.8,117
5246,5246,Audi A3,Sedans,24000,1,85,Pre-registered,_Other,0.999,BENZINE,2,1,5,2019.0,Silver,4,5,Automatic,5.1,5.8,117
5247,5247,Audi A3,Sedans,24000,1,85,Pre-registered,_Other,0.999,BENZINE,2,1,5,2019.0,White_,4,5,Automatic,5.1,5.8,117
5248,5248,Audi A3,Station wagon,24990,10,85,New,Cloth,0.999,BENZINE,12,2,12,2019.0,Black_,5,5,Automatic,5.3,6.6,127
5249,5249,Audi A3,Sedans,24000,1,85,Pre-registered,_Other,0.999,BENZINE,2,1,5,2019.0,Silver,4,5,Automatic,5.1,5.8,117
5250,5250,Audi A3,Sedans,24000,1,85,Pre-registered,_Other,0.999,BENZINE,2,1,5,2019.0,White_,4,5,Automatic,5.1,5.8,117
5251,5251,Audi A3,Sedans,24000,1,85,Pre-registered,_Other,0.999,BENZINE,3,1,5,2019.0,Grey_,4,5,Automatic,5.1,5.8,117
5252,5252,Audi A3,Sedans,23988,10,85,New,Cloth,0.999,BENZINE,16,3,13,2019.0,Grey_,4,5,Automatic,5.2,5.8,118
5253,5253,Audi A3,Sedans,23990,25,85,Pre-registered,_Black,0.999,BENZINE,15,2,13,2019.0,White_,4,5,Automatic,4.7,5.6,108
5254,5254,Audi A3,Sedans,23988,10,85,New,Cloth,0.999,BENZINE,16,3,13,2019.0,Grey_,4,5,Automatic,5.2,5.8,118
5255,5255,Audi A3,Sedans,23990,25,85,Pre-registered,_Black,0.999,BENZINE,15,2,13,2019.0,White_,4,5,Automatic,4.7,5.6,108
5256,5256,Audi A3,Sedans,23988,10,85,New,Cloth,0.999,BENZINE,16,3,13,2019.0,Grey_,4,5,Automatic,5.2,5.8,118
5257,5257,Audi A3,Sedans,23988,10,85,New,Cloth,0.999,BENZINE,16,3,13,2019.0,Grey_,4,5,Automatic,5.2,5.8,118
5258,5258,Audi A3,Sedans,23988,10,85,New,Cloth,0.999,BENZINE,14,1,13,2019.0,Grey_,4,5,Automatic,5.2,5.8,118
5259,5259,Audi A3,Sedans,23900,90,85,Pre-registered,_Other,1.598,DIESEL,11,1,12,2019.0,Black_,4,5,Automatic,3.9,4.1,103
5260,5260,Audi A3,Sedans,23900,1,85,Pre-registered,_Other,1.598,DIESEL,14,1,19,2019.0,Black_,4,5,Automatic,3.9,4.2,103
5261,5261,Audi A3,Sedans,23900,1,85,Pre-registered,_Other,1.598,DIESEL,14,1,19,2019.0,Grey_,4,5,Automatic,3.9,4.2,103
5262,5262,Audi A3,Sedans,23900,1,85,Pre-registered,_Other,1.598,DIESEL,14,1,19,2019.0,Silver,4,5,Automatic,3.9,4.2,103
5263,5263,Audi A3,Sedans,23900,1,85,Pre-registered,_Other,1.598,DIESEL,14,1,19,2019.0,Silver,4,5,Automatic,3.9,4.2,103
5264,5264,Audi A3,Sedans,23900,1,85,Pre-registered,_Other,1.598,DIESEL,14,1,19,2019.0,Silver,4,5,Automatic,3.9,4.2,103
5265,5265,Audi A3,Sedans,23900,10,85,Pre-registered,_Other,0.999,BENZINE,1,1,9,2019.0,Black_,4,5,Automatic,5.1,5.8,117
5266,5266,Audi A3,Station wagon,24990,10,85,New,Cloth,0.999,BENZINE,12,2,12,2019.0,White_,5,5,Automatic,5.3,6.6,127
5267,5267,Audi A3,Sedans,23900,80,85,Pre-registered,_Black,0.999,BENZINE,17,3,16,2019.0,Black_,4,5,Automatic,5.1,5.8,117
5268,5268,Audi A3,Sedans,24990,10,85,Used,_Other,0.999,BENZINE,14,1,9,2019.0,Black_,4,5,Automatic,5.1,5.8,117
5269,5269,Audi A3,Sedans,24980,1988,85,Used,_Black,1.598,DIESEL,14,1,13,2019.0,Black_,4,5,Automatic,4.5,5.2,118
5270,5270,Audi A3,Sedans,24989,10,85,Employee's car,_Black,0.999,BENZINE,15,4,16,2019.0,Black_,4,5,Automatic,5.1,5.8,117
5271,5271,Audi A3,Sedans,24970,3339,85,Demonstration,_Black,0.999,BENZINE,13,5,13,2019.0,White_,4,5,Automatic,5.1,6.1,121
5272,5272,Audi A3,Sedans,24970,15500,110,Used,_Black,1.498,BENZINE,15,5,15,2019.0,Grey_,4,5,Automatic,5.1,6.2,115
5273,5273,Audi A3,Sedans,24960,100,85,Pre-registered,_Other,0.999,BENZINE,5,1,9,2019.0,Silver,4,5,Automatic,5.1,5.8,114
5274,5274,Audi A3,Sedans,24950,100,85,Pre-registered,_Other,0.999,BENZINE,5,1,9,2019.0,Silver,4,5,Automatic,5.1,5.8,114
5275,5275,Audi A3,Station wagon,24925,28,85,Used,_Other,1.598,DIESEL,16,3,13,2019.0,White_,5,5,Automatic,3.9,4.2,103
5276,5276,Audi A3,Station wagon,24900,0,85,New,_Black,0.999,BENZINE,15,3,13,2019.0,Black_,5,5,Automatic,4.5,5.4,104
5277,5277,Audi A3,Sedans,24900,10,85,Pre-registered,_Black,0.999,BENZINE,11,1,10,2019.0,Black_,4,5,Automatic,5.1,5.8,114
5278,5278,Audi A3,Sedans,24900,0,85,Pre-registered,_Other,1.598,DIESEL,1,1,9,2019.0,White_,4,5,Automatic,3.9,4.1,103
5279,5279,Audi A3,Sedans,24900,10,85,Pre-registered,_Black,0.999,BENZINE,11,1,10,2019.0,White_,4,5,Automatic,5.1,5.8,114
5280,5280,Audi A3,Sedans,24900,10,85,Pre-registered,_Black,0.999,BENZINE,11,1,10,2019.0,White_,4,5,Automatic,5.1,5.8,114
5281,5281,Audi A3,Sedans,24900,10,85,Pre-registered,_Other,0.999,BENZINE,11,1,10,2019.0,Black_,4,5,Automatic,5.1,5.8,114
5282,5282,Audi A3,Sedans,24900,35,85,Pre-registered,_Grey,1.598,DIESEL,14,3,15,2019.0,Grey_,4,5,Automatic,3.9,4.1,103
5283,5283,Audi A3,Sedans,24900,80,85,Pre-registered,_Black,0.999,BENZINE,16,4,16,2019.0,Silver,4,5,Automatic,5.1,5.8,114
5284,5284,Audi A3,Sedans,24900,10,85,Pre-registered,_Black,1.598,DIESEL,5,1,10,2019.0,White_,4,5,Automatic,3.9,4.1,103
5285,5285,Audi A3,Sedans,24900,80,85,Pre-registered,_Black,0.999,BENZINE,17,3,13,2019.0,Grey_,4,5,Automatic,5.1,5.8,117
5286,5286,Audi A3,Sedans,23900,10,85,Pre-registered,_Black,0.999,BENZINE,6,1,11,2019.0,White_,4,5,Automatic,5.1,5.8,117
5287,5287,Audi A3,Sedans,24900,10,85,Pre-registered,_Black,1.598,DIESEL,5,1,10,2019.0,Black_,4,5,Automatic,3.9,4.1,103
5288,5288,Audi A3,Sedans,23900,10,85,Pre-registered,_Black,0.999,BENZINE,6,1,11,2019.0,Silver,4,5,Automatic,5.1,5.8,117
5289,5289,Audi A3,Sedans,23900,100,85,Used,_Other,0.999,BENZINE,5,1,11,2019.0,Black_,4,5,Automatic,5.1,5.8,117
5290,5290,Audi A3,Station wagon,23850,0,110,New,_Black,1.498,BENZINE,10,1,12,2019.0,Black_,5,5,Automatic,4.8,6.0,110
5291,5291,Audi A3,Sedans,23900,80,85,Pre-registered,_Black,1.598,DIESEL,15,3,16,2019.0,Black_,4,5,Automatic,3.9,4.1,103
5292,5292,Audi A3,Sedans,23900,80,85,Pre-registered,_Black,0.999,BENZINE,17,3,16,2019.0,Black_,4,5,Automatic,5.1,5.8,117
5293,5293,Audi A3,Sedans,21900,1,85,Pre-registered,_Black,1.598,DIESEL,18,3,19,2019.0,Black_,4,5,Manual,4.4,5.0,114
5294,5294,Audi A3,Sedans,21900,1,85,New,_Black,1.598,DIESEL,18,3,19,2019.0,White_,4,5,Manual,4.4,5.0,114
5295,5295,Audi A3,Station wagon,22375,33,85,Used,_Other,1.598,DIESEL,14,3,13,2019.0,Black_,5,5,Manual,4.4,5.0,114
5296,5296,Audi A3,Station wagon,21854,0,85,New,Cloth,0.999,BENZINE,8,1,13,2019.0,Silver,5,5,Manual,5.0,5.5,114
5297,5297,Audi A3,Station wagon,23450,0,85,New,_Black,0.999,BENZINE,15,3,13,2019.0,Black_,5,5,Manual,4.5,5.5,104
5298,5298,Audi A3,Sedans,22943,0,85,New,_Other,1.598,DIESEL,16,1,12,2019.0,Silver,4,5,Manual,4.5,5.2,118
5299,5299,Audi A3,Station wagon,21854,0,85,New,Cloth,0.999,BENZINE,8,1,13,2019.0,Black_,5,5,Manual,5.0,5.5,114
5300,5300,Audi A3,Sedans,22990,10,85,New,_Black,1.598,DIESEL,13,4,15,2019.0,Black_,4,5,Manual,4.0,4.5,106
5301,5301,Audi A3,Sedans,22588,10,85,New,Cloth,0.999,BENZINE,16,3,13,2019.0,Grey_,4,5,Manual,5.1,6.1,118
5302,5302,Audi A3,Sedans,23500,300,85,Pre-registered,_Black,0.999,BENZINE,10,2,16,2019.0,White_,4,5,Manual,5.1,6.0,114
5303,5303,Audi A3,Sedans,23650,50,85,Pre-registered,_Black,1.598,DIESEL,12,1,11,2019.0,White_,4,5,Manual,4.5,5.2,108
5304,5304,Audi A3,Sedans,23900,100,81,New,_Grey,1.598,DIESEL,3,1,11,2019.0,White_,4,5,Manual,3.8,4.5,99
5305,5305,Audi A3,Sedans,23990,1,85,Pre-registered,_Black,1.598,DIESEL,18,2,20,2019.0,White_,4,5,Manual,4.4,5.0,114
5306,5306,Audi A3,Sedans,23990,250,85,Used,_Other,0.999,BENZINE,12,1,9,2019.0,Black_,4,5,Manual,5.1,5.8,117
5307,5307,Audi A3,Station wagon,23990,10,85,New,Cloth,0.999,BENZINE,14,1,12,2019.0,White_,5,5,Manual,5.2,6.0,124
5308,5308,Audi A3,Sedans,24590,10,85,Pre-registered,_Grey,1.598,DIESEL,5,1,11,2019.0,Black_,4,5,Manual,4.4,5.0,114
5309,5309,Audi A3,Sedans,24850,10,85,Employee's car,_Black,1.598,DIESEL,17,4,18,2019.0,White_,4,5,Manual,4.4,5.0,114
5310,5310,Audi A3,Sedans,24800,23,85,Used,_Other,1.598,DIESEL,6,2,6,2019.0,Black_,4,5,Manual,4.4,4.6,118
5311,5311,Audi A3,Sedans,24900,5000,62,Used,_Other,1.598,DIESEL,6,2,6,2019.0,Grey_,4,5,Manual,4.2,4.7,109
5312,5312,Audi A3,Station wagon,24420,1797,85,Demonstration,_Black,0.999,BENZINE,14,3,13,2019.0,Silver,5,5,Manual,5.1,6.0,117
5313,5313,Audi A3,Sedans,24970,12000,85,Used,_Black,0.999,BENZINE,14,7,15,2019.0,Silver,4,5,Manual,5.1,6.0,117
5314,5314,Audi A3,Sedans,24590,10,85,Pre-registered,_Grey,1.598,DIESEL,5,1,11,2019.0,Black_,4,5,Manual,4.4,5.0,114
5315,5315,Audi A3,Sedans,24980,10,85,Pre-registered,_Black,1.598,DIESEL,14,1,13,2019.0,White_,4,5,Manual,4.5,5.2,118
5316,5316,Audi A3,Sedans,24970,201,85,Used,_Other,0.999,BENZINE,14,1,9,2019.0,Black_,4,5,Manual,5.1,5.8,117
5317,5317,Audi A3,Sedans,24950,50,85,Pre-registered,_Black,1.598,DIESEL,12,1,11,2019.0,Black_,4,5,Manual,4.5,5.2,108
5318,5318,Audi A3,Station wagon,24950,0,110,New,_Black,1.498,BENZINE,14,3,13,2019.0,Black_,5,5,Manual,5.0,6.3,114
5319,5319,Audi A3,Sedans,24590,10,85,Pre-registered,_Grey,1.598,DIESEL,5,1,11,2019.0,Black_,4,5,Manual,4.4,5.0,114
5320,5320,Audi A3,Sedans,24590,10,85,Pre-registered,_Grey,1.598,DIESEL,5,1,11,2019.0,Black_,4,5,Manual,4.4,5.0,114
5321,5321,Audi A3,Sedans,24590,10,85,Pre-registered,_Grey,1.598,DIESEL,5,1,11,2019.0,White_,4,5,Manual,4.4,5.0,114
5322,5322,Audi A3,Sedans,24590,10,85,Pre-registered,_Grey,1.598,DIESEL,5,1,11,2019.0,White_,4,5,Manual,4.4,5.0,114
5323,5323,Audi A3,Sedans,24590,10,85,Pre-registered,_Grey,1.598,DIESEL,5,1,11,2019.0,White_,4,5,Manual,4.4,5.0,114
5324,5324,Audi A3,Sedans,24590,10,85,Pre-registered,_Grey,1.598,DIESEL,5,1,11,2019.0,White_,4,5,Manual,4.4,5.0,114
5325,5325,Audi A3,Sedans,24500,10,85,New,_Black,0.999,BENZINE,9,1,6,2019.0,Grey_,4,5,Manual,5.1,5.8,117
5326,5326,Audi A3,Sedans,24510,10,110,New,Cloth,1.498,BENZINE,11,1,9,2019.0,White_,4,5,Manual,5.5,6.9,125
5327,5327,Audi A3,Sedans,24500,8000,85,Pre-registered,_Other,1.598,DIESEL,12,1,12,2019.0,Black_,4,5,Manual,3.9,4.1,103
5328,5328,Audi A3,Sedans,24500,0,85,Pre-registered,_Black,1.598,DIESEL,6,1,11,2019.0,Black_,4,5,Manual,4.4,5.0,114
5329,5329,Audi A3,Compact,24490,7,110,New,_Black,1.498,BENZINE,12,1,3,2019.0,Black_,5,5,Manual,5.5,6.4,117
5330,5330,Audi A3,Sedans,24500,10,110,Pre-registered,_Other,1.498,BENZINE,2,1,9,2019.0,Black_,4,5,Manual,5.5,6.9,121
5331,5331,Audi A3,Other,24490,0,85,New,_Black,0.999,BENZINE,10,1,4,2019.0,Grey_,4,5,Manual,5.1,5.8,117
5332,5332,Audi A3,Sedans,24490,126,85,Used,_Black,0.999,BENZINE,11,1,15,2019.0,Silver,4,5,Manual,5.1,6.1,118
5333,5333,Audi A3,Sedans,24450,6300,85,Employee's car,_Other,1.598,DIESEL,12,1,12,2019.0,Grey_,4,5,Manual,3.9,4.1,103
5334,5334,Audi A3,Sedans,24444,3806,110,Used,_Black,1.498,BENZINE,17,2,13,2019.0,White_,4,5,Manual,5.3,6.8,121
5335,5335,Audi A3,Station wagon,24440,3000,85,Demonstration,_Black,0.999,BENZINE,16,6,16,2019.0,Silver,5,5,Manual,5.0,5.8,114
5336,5336,Audi A3,Sedans,24420,1797,85,Demonstration,_Black,0.999,BENZINE,14,3,13,2019.0,Silver,4,5,Manual,5.1,6.0,117
5337,5337,Audi A3,Sedans,24980,6000,85,Demonstration,_Black,1.598,DIESEL,15,2,13,2019.0,Black_,4,5,Manual,4.5,5.2,118
5338,5338,Audi A3,Sedans,24980,2890,85,Used,_Black,0.999,BENZINE,7,3,10,2019.0,Black_,4,5,Manual,4.8,5.8,114
5339,5339,Audi A3,Sedans,24980,1001,85,Used,_Black,0.999,BENZINE,7,3,10,2019.0,White_,4,5,Manual,4.8,5.8,114
5340,5340,Audi A3,Station wagon,24375,44,85,Used,_Other,1.598,DIESEL,14,5,13,2019.0,Black_,5,5,Manual,4.4,5.0,114
5341,5341,Audi A3,Sedans,24300,10,85,Pre-registered,_Other,1.598,DIESEL,1,1,9,2019.0,Grey_,4,5,Manual,4.4,5.0,114
5342,5342,Audi A3,Sedans,24950,6000,85,Demonstration,_Black,0.999,BENZINE,14,4,12,2019.0,Black_,4,5,Manual,4.8,5.8,110
5343,5343,Audi A3,Sedans,24980,3000,85,Demonstration,_Black,0.999,BENZINE,14,4,13,2019.0,Grey_,4,5,Manual,5.1,6.0,117
5344,5344,Audi A3,Sedans,24950,50,85,Pre-registered,_Black,1.598,DIESEL,13,3,12,2019.0,White_,4,5,Manual,4.5,5.2,108
5345,5345,Audi A3,Sedans,24950,50,85,Pre-registered,_Black,1.598,DIESEL,13,3,12,2019.0,White_,4,5,Manual,4.5,5.2,108
5346,5346,Audi A3,Sedans,24950,10000,85,Demonstration,_Black,1.598,BENZINE,15,1,11,2019.0,Blue_,4,5,Manual,4.4,5.2,117
5347,5347,Audi A3,Sedans,24950,50,85,Pre-registered,_Black,1.598,DIESEL,12,1,11,2019.0,Black_,4,5,Manual,4.5,5.2,108
5348,5348,Audi A3,Sedans,24950,5000,110,Used,_Black,1.498,BENZINE,12,3,13,2019.0,Silver,4,5,Manual,5.3,6.8,124
5349,5349,Audi A3,Sedans,24920,10,110,Pre-registered,_Black,1.498,BENZINE,17,3,15,2019.0,Black_,4,5,Manual,5.3,6.5,120
5350,5350,Audi A3,Sedans,24900,0,85,New,_Other,1.598,DIESEL,4,2,7,2019.0,White_,4,5,Manual,4.0,4.7,107
5351,5351,Audi A3,Sedans,24900,3100,85,Demonstration,_Other,0.999,BENZINE,14,2,10,2019.0,White_,4,5,Manual,5.1,6.0,117
5352,5352,Audi A3,Sedans,24900,10,62,Used,_Other,1.598,DIESEL,6,2,6,2019.0,Red,4,5,Manual,4.1,4.6,108
5353,5353,Audi A3,Sedans,24900,9000,110,Used,_Other,1.498,BENZINE,7,1,7,2019.0,Silver,4,5,Manual,5.5,6.4,117
5354,5354,Audi A3,Sedans,24900,5000,62,Used,_Other,1.598,DIESEL,6,2,6,2019.0,Blue_,4,5,Manual,4.2,4.7,109
5355,5355,Audi A3,Sedans,24900,1,85,Pre-registered,_Other,1.598,DIESEL,21,4,19,2019.0,Black_,4,5,Manual,4.0,5.0,106
5356,5356,Audi A3,Sedans,24900,10,62,Used,_Other,1.598,DIESEL,6,2,6,2019.0,Grey_,4,5,Manual,4.1,4.6,108
5357,5357,Audi A3,Sedans,24900,0,85,Pre-registered,_Other,1.598,DIESEL,8,1,9,2019.0,Grey_,4,5,Manual,4.4,5.0,114
5358,5358,Audi A3,Sedans,24900,100,85,Employee's car,_Grey,0.999,BENZINE,4,1,10,2019.0,White_,4,5,Manual,5.1,6.0,112
5359,5359,Audi A3,Sedans,24900,0,85,Pre-registered,_Black,1.598,DIESEL,10,2,19,2019.0,Grey_,4,5,Manual,4.4,5.0,114
5360,5360,Audi A3,Sedans,24900,100,85,Employee's car,_Grey,0.999,BENZINE,4,1,10,2019.0,White_,4,5,Manual,5.1,6.0,112
5361,5361,Audi A3,Sedans,24900,1001,85,Used,Cloth,0.999,BENZINE,13,4,13,2019.0,Black_,4,5,Manual,5.1,6.1,121
5362,5362,Audi A3,Sedans,24900,10,85,New,_Black,0.999,BENZINE,16,2,16,2019.0,Black_,4,5,Manual,5.1,5.6,117
5363,5363,Audi A3,Compact,24900,6000,85,Employee's car,_Black,0.999,BENZINE,16,5,13,2019.0,Black_,5,5,Manual,5.1,6.0,117
5364,5364,Audi A3,Sedans,24900,0,85,Pre-registered,_Other,1.598,DIESEL,8,1,9,2019.0,White_,4,5,Manual,4.4,5.0,114
5365,5365,Audi A3,Station wagon,24890,3105,85,Used,_Black,0.999,BENZINE,16,2,13,2019.0,Black_,5,5,Manual,5.1,6.1,118
5366,5366,Audi A3,Sedans,24890,1,85,New,_Other,0.999,BENZINE,17,2,19,2019.0,Grey_,4,5,Manual,5.1,6.0,114
5367,5367,Audi A3,Station wagon,24880,2499,85,Used,_Black,0.999,BENZINE,13,2,12,2019.0,Grey_,5,5,Manual,5.1,6.0,117
5368,5368,Audi A3,Sedans,24870,9900,85,Demonstration,_Black,0.999,BENZINE,14,4,13,2019.0,Grey_,4,5,Manual,5.1,6.0,117
5369,5369,Audi A3,Sedans,24890,3000,85,Demonstration,_Black,0.999,BENZINE,14,2,13,2019.0,Grey_,4,5,Manual,5.1,6.0,117
5370,5370,Audi A3,Sedans,24890,2000,85,Demonstration,_Black,1.598,DIESEL,13,2,13,2019.0,Grey_,4,5,Manual,4.5,5.2,118
5371,5371,Audi A3,Sedans,24879,5000,85,Demonstration,_Black,0.999,BENZINE,11,2,15,2019.0,Blue_,4,5,Manual,5.0,5.8,114
5372,5372,Audi A3,Sedans,24300,20,85,Pre-registered,_Black,1.598,DIESEL,14,3,14,2019.0,White_,4,5,Manual,4.4,5.0,114
5373,5373,Audi A3,Sedans,24300,10,85,Pre-registered,_Other,1.598,DIESEL,1,1,9,2019.0,Blue_,4,5,Manual,4.4,5.0,114
5374,5374,Audi A3,Sedans,24200,0,85,Pre-registered,_Other,1.598,DIESEL,14,1,14,2019.0,Black_,4,5,Manual,4.4,5.0,114
5375,5375,Audi A3,Sedans,24200,10,85,Pre-registered,_Other,1.598,DIESEL,3,1,11,2019.0,Black_,4,5,Manual,4.0,4.5,106
5376,5376,Audi A3,Sedans,24150,50,85,Pre-registered,_Black,1.598,DIESEL,12,1,11,2019.0,Blue_,4,5,Manual,4.5,5.2,108
5377,5377,Audi A3,Station wagon,24075,44,85,Used,_Other,1.598,DIESEL,15,5,13,2019.0,White_,5,5,Manual,4.4,5.0,114
5378,5378,Audi A3,Station wagon,24200,5,85,New,_Black,0.999,BENZINE,16,2,14,2019.0,Grey_,5,5,Manual,5.0,5.8,114
5379,5379,Audi A3,Sedans,24100,10,85,Pre-registered,_Other,1.598,DIESEL,1,1,9,2019.0,Blue_,4,5,Manual,4.4,5.0,114
5380,5380,Audi A3,Sedans,24150,50,85,Pre-registered,_Black,1.598,DIESEL,12,1,11,2019.0,Blue_,4,5,Manual,4.5,5.2,108
5381,5381,Audi A3,Sedans,24000,0,85,New,_Black,1.598,DIESEL,14,2,19,2019.0,Grey_,4,5,Manual,4.1,4.6,107
5382,5382,Audi A3,Sedans,24000,10,85,Pre-registered,_Other,1.598,DIESEL,1,1,9,2019.0,White_,4,5,Manual,4.4,5.0,114
5383,5383,Audi A3,Station wagon,23999,0,85,New,_Other,0.999,BENZINE,10,3,13,2019.0,White_,5,5,Manual,4.7,5.7,107
5384,5384,Audi A3,Sedans,23999,5000,85,Used,_Other,0.999,BENZINE,9,1,7,2019.0,Silver,4,5,Manual,5.1,5.8,117
5385,5385,Audi A3,Sedans,23999,8500,85,Used,_Other,0.999,BENZINE,9,1,7,2019.0,Black_,4,5,Manual,5.1,5.8,117
5386,5386,Audi A3,Sedans,24000,10,85,Used,_Other,0.999,BENZINE,6,2,7,2019.0,White_,4,5,Manual,5.0,5.6,117
5387,5387,Audi A3,Sedans,23999,6000,85,Used,_Other,0.999,BENZINE,9,1,7,2019.0,Black_,4,5,Manual,5.1,5.8,117
5388,5388,Audi A3,Station wagon,23996,0,85,New,Cloth,0.999,BENZINE,12,1,7,2019.0,Black_,5,5,Manual,5.0,5.5,114
5389,5389,Audi A3,Sedans,23995,0,85,New,_Black,1.598,DIESEL,16,2,16,2019.0,Black_,4,5,Manual,3.9,4.4,99
5390,5390,Audi A3,Sedans,23990,5,85,New,_Black,0.999,BENZINE,15,4,13,2019.0,Grey_,4,5,Manual,5.1,6.1,118
5391,5391,Audi A3,Sedans,23990,5500,85,Used,_Other,0.999,BENZINE,12,1,9,2019.0,White_,4,5,Manual,5.1,5.8,117
5392,5392,Audi A3,Sedans,24850,10,85,Employee's car,_Black,1.598,DIESEL,17,4,18,2019.0,White_,4,5,Manual,4.4,5.0,114
5393,5393,Audi A3,Sedans,24300,10,85,Pre-registered,_Other,1.598,DIESEL,1,1,9,2019.0,Grey_,4,5,Manual,4.4,5.0,114
5394,5394,Audi A3,Sedans,24300,0,85,Pre-registered,_Grey,1.598,DIESEL,10,1,13,2019.0,White_,4,5,Manual,4.4,5.0,114
5395,5395,Audi A3,Sedans,24300,50,85,Pre-registered,_Other,1.598,DIESEL,1,1,9,2019.0,Silver,4,5,Manual,4.4,5.0,114
5396,5396,Audi A3,Sedans,24300,30,85,Pre-registered,_Black,1.598,DIESEL,12,2,14,2019.0,Grey_,4,5,Manual,4.4,5.0,114
5397,5397,Audi A3,Sedans,24290,0,110,Pre-registered,Cloth,1.498,BENZINE,16,2,10,2019.0,White_,4,5,Manual,5.1,6.4,117
5398,5398,Audi A3,Sedans,24288,10,110,New,Cloth,1.498,BENZINE,16,3,13,2019.0,White_,4,5,Manual,5.5,6.9,125
5399,5399,Audi A3,Sedans,24300,10,85,Pre-registered,_Other,1.598,DIESEL,2,1,9,2019.0,Silver,4,5,Manual,4.4,5.0,114
5400,5400,Audi A3,Sedans,24288,10,110,New,Cloth,1.498,BENZINE,16,3,13,2019.0,White_,4,5,Manual,5.5,6.9,125
5401,5401,Audi A3,Sedans,24288,10,110,New,Cloth,1.498,BENZINE,16,3,13,2019.0,Black_,4,5,Manual,5.5,6.9,125
5402,5402,Audi A3,Sedans,24288,10,110,New,Cloth,1.498,BENZINE,16,3,13,2019.0,White_,4,5,Manual,5.5,6.9,125
