,make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
9560,OpelCorsa,Compact,14700,5300,66,Used,Cloth-Black,1.398,BENZINE,14,3,14,2018.0,Silver,5.0,5,Automatic,4.8,5.8,112
9561,OpelCorsa,Compact,14700,5,66,Pre-registered,Cloth-Black,1.398,BENZINE,17,3,14,2018.0,Blue,5.0,5,Automatic,6.0,8.0,120
9562,OpelCorsa,Compact,14490,10,66,Pre-registered,Cloth-Black,1.398,BENZINE,16,2,13,2019.0,Black,5.0,5,Automatic,6.3,7.8,143
9563,OpelCorsa,Sedans,14700,0,66,New,Cloth-Black,1.4,BENZINE,8,1,9,2019.0,Grey,4.0,5,Automatic,4.8,5.8,110
9564,OpelCorsa,Compact,14699,42212,66,Used,Other,1.398,BENZINE,13,2,12,2018.0,Grey,5.0,5,Automatic,4.8,5.8,110
9565,OpelCorsa,Compact,14490,10,66,Used,Cloth-Black,1.398,BENZINE,16,2,13,2019.0,Blue,5.0,5,Automatic,6.3,7.8,143
9566,OpelCorsa,Compact,14698,36542,66,Used,Cloth,1.398,BENZINE,14,2,12,2018.0,Grey,5.0,5,Automatic,4.8,5.8,110
9567,OpelCorsa,Sedans,14690,3275,66,Used,Cloth-Black,1.398,BENZINE,18,3,14,2018.0,Blue,4.0,5,Automatic,6.0,7.8,140
9568,OpelCorsa,Sedans,14690,4901,66,Used,Cloth-Black,1.398,BENZINE,16,4,13,2018.0,Grey,4.0,5,Automatic,6.6,8.2,149
9569,OpelCorsa,Compact,14690,12000,66,Used,Partleather-Black,1.398,BENZINE,13,2,11,2018.0,Grey,5.0,5,Automatic,5.9,7.9,137
9570,OpelCorsa,Compact,14680,10,66,Employee'scar,Cloth-Black,1.398,BENZINE,11,3,13,2018.0,Blue,5.0,5,Automatic,6.6,8.2,149
9571,OpelCorsa,Compact,14680,11465,66,Used,Cloth-Black,1.398,BENZINE,16,3,14,2018.0,Grey,5.0,5,Automatic,5.9,7.9,137
9572,OpelCorsa,Compact,14490,10,66,Used,Cloth-Black,1.398,BENZINE,16,2,13,2019.0,Black,5.0,5,Automatic,6.3,7.8,143
9573,OpelCorsa,Sedans,14666,233,66,Pre-registered,Cloth-Grey,1.398,BENZINE,15,1,14,2018.0,Grey,4.0,5,Automatic,6.0,8.0,139
9574,OpelCorsa,Compact,14688,10956,66,Used,Cloth-Black,1.398,BENZINE,13,4,13,2018.0,Grey,5.0,5,Automatic,6.0,7.8,140
9575,OpelCorsa,Sedans,14489,10,66,Pre-registered,Cloth,1.398,BENZINE,12,1,14,2019.0,Grey,4.0,5,Automatic,6.6,8.2,149
9576,OpelCorsa,Sedans,14595,50,66,Pre-registered,Cloth-Black,1.398,BENZINE,10,1,11,2019.0,Grey,4.0,5,Automatic,6.6,8.2,149
9577,OpelCorsa,Sedans,14595,50,66,Pre-registered,Cloth-Black,1.398,BENZINE,10,1,11,2019.0,Black,4.0,5,Automatic,6.6,8.2,149
9578,OpelCorsa,Sedans,14595,50,66,Pre-registered,Cloth-Black,1.398,BENZINE,10,1,11,2019.0,Silver,4.0,5,Automatic,6.6,8.2,149
9579,OpelCorsa,Compact,14650,1000,66,Demonstration,Cloth-Black,1.4,BENZINE,15,3,14,2019.0,Blue,5.0,5,Automatic,5.9,7.3,136
9580,OpelCorsa,Sedans,14489,10,66,Pre-registered,Cloth-Black,1.398,BENZINE,12,1,14,2018.0,White,4.0,5,Automatic,6.2,7.7,142
9581,OpelCorsa,Compact,14650,10,66,Pre-registered,Cloth-Black,1.398,BENZINE,13,3,14,2019.0,Grey,5.0,5,Automatic,6.0,7.8,140
9582,OpelCorsa,Compact,14598,4398,66,Used,Cloth-Black,1.398,BENZINE,16,3,14,2018.0,Grey,5.0,5,Automatic,5.9,7.8,135
9583,OpelCorsa,Compact,14480,2000,66,Used,Cloth-Other,1.398,BENZINE,11,4,12,2018.0,Grey,5.0,5,Automatic,6.0,7.8,140
9584,OpelCorsa,Compact,14485,15853,66,Used,Cloth-Black,1.398,BENZINE,14,3,14,2018.0,Grey,5.0,5,Automatic,6.0,7.8,140
9585,OpelCorsa,Compact,14480,15,66,Pre-registered,Cloth-Black,1.398,BENZINE,11,2,13,2018.0,Blue,5.0,5,Automatic,6.7,8.4,153
9586,OpelCorsa,Compact,14480,10,66,Pre-registered,Cloth-Black,1.398,BENZINE,16,3,12,2018.0,Silver,5.0,5,Automatic,6.9,8.7,170
9587,OpelCorsa,Sedans,14480,1600,66,Used,Cloth-Black,1.398,BENZINE,20,3,21,2018.0,Grey,4.0,5,Automatic,6.2,7.8,143
9588,OpelCorsa,Compact,14489,4990,66,Used,Cloth-Black,1.398,BENZINE,16,1,14,2019.0,White,5.0,5,Automatic,5.9,7.9,137
9589,OpelCorsa,Sedans,14477,150,66,New,Cloth-Black,1.398,BENZINE,9,1,12,2019.0,Grey,4.0,5,Automatic,6.6,8.2,143
9590,OpelCorsa,Sedans,14470,350,66,Used,Other,1.398,BENZINE,8,3,13,2018.0,Red,4.0,5,Automatic,6.3,7.8,143
9591,OpelCorsa,Compact,14450,8968,66,Used,Cloth-Black,1.398,BENZINE,15,1,13,2018.0,White,5.0,5,Automatic,6.0,7.8,140
9592,OpelCorsa,Compact,14450,5,66,Pre-registered,Cloth-Black,1.398,BENZINE,17,3,14,2018.0,Black,5.0,5,Automatic,6.0,8.0,120
9593,OpelCorsa,Compact,14450,13250,66,Used,Cloth-Black,1.398,BENZINE,15,3,14,2018.0,Grey,5.0,5,Automatic,6.6,8.2,149
9594,OpelCorsa,Compact,14450,19983,66,Used,Cloth,1.398,BENZINE,15,2,15,2018.0,Grey,5.0,5,Automatic,5.2,6.6,123
9595,OpelCorsa,Compact,14450,2900,66,Used,Cloth,1.398,BENZINE,16,1,14,2019.0,Black,5.0,5,Automatic,6.3,7.8,143
9596,OpelCorsa,Compact,14450,500,66,Used,Cloth-Black,1.398,BENZINE,17,4,13,2019.0,Black,5.0,5,Automatic,6.0,7.8,140
9597,OpelCorsa,Compact,14450,4900,66,Used,Cloth-Black,1.398,BENZINE,18,2,13,2019.0,Blue,5.0,5,Automatic,6.6,8.2,150
9598,OpelCorsa,Compact,14450,2900,66,Used,Cloth,1.398,BENZINE,17,1,14,2019.0,Black,5.0,5,Automatic,6.3,7.8,143
9599,OpelCorsa,Compact,14440,10,66,Pre-registered,Cloth-Black,1.398,BENZINE,15,3,13,2018.0,White,5.0,5,Automatic,6.0,7.8,140
9600,OpelCorsa,Compact,14440,2612,66,Used,Cloth-Black,1.398,BENZINE,15,3,14,2019.0,Blue,5.0,5,Automatic,6.0,7.8,140
9601,OpelCorsa,Compact,14300,10,66,Demonstration,Cloth-Black,1.398,BENZINE,12,3,14,2018.0,Black,5.0,5,Automatic,4.7,5.8,110
9602,OpelCorsa,Compact,14325,3650,66,Used,Cloth-Black,1.398,BENZINE,18,3,13,2018.0,Black,5.0,5,Automatic,6.0,7.8,140
9603,OpelCorsa,Compact,14295,17295,66,Used,Cloth-Black,1.398,BENZINE,8,2,10,2018.0,Grey,5.0,5,Automatic,4.8,5.8,112
9604,OpelCorsa,Sedans,14300,20651,66,Used,Cloth-Black,1.398,BENZINE,16,5,15,2018.0,Black,4.0,5,Automatic,5.9,7.9,137
9605,OpelCorsa,Compact,14290,3258,66,Used,Cloth-Black,1.398,BENZINE,15,3,13,2018.0,White,5.0,5,Automatic,4.7,5.8,110
9606,OpelCorsa,Compact,14290,24100,66,Used,Cloth-Black,1.398,BENZINE,16,2,12,2018.0,Blue,5.0,5,Automatic,5.9,7.9,137
9607,OpelCorsa,Sedans,14280,9820,66,Used,Cloth-Black,1.398,BENZINE,15,4,13,2018.0,Blue,4.0,5,Automatic,6.3,7.8,143
9608,OpelCorsa,Compact,14213,10,66,New,Cloth,1.398,BENZINE,11,1,12,2019.0,Grey,5.0,5,Automatic,6.3,7.8,143
9609,OpelCorsa,Compact,14213,10,66,New,Cloth,1.398,BENZINE,11,1,12,2019.0,Blue,5.0,5,Automatic,6.3,7.8,143
9610,OpelCorsa,Compact,14213,10,66,New,Cloth,1.398,BENZINE,11,1,12,2019.0,Blue,5.0,5,Automatic,6.3,7.8,143
9611,OpelCorsa,Compact,14213,10,66,New,Cloth,1.398,BENZINE,11,1,12,2019.0,Blue,5.0,5,Automatic,6.3,7.8,143
9612,OpelCorsa,Compact,14213,10,66,New,Cloth,1.398,BENZINE,11,1,12,2019.0,Grey,5.0,5,Automatic,6.3,7.8,143
9613,OpelCorsa,Compact,14250,8039,66,Used,Cloth-Black,1.4,BENZINE,11,2,13,2018.0,Grey,5.0,5,Automatic,6.4,7.9,146
9614,OpelCorsa,Compact,14213,10,66,New,Cloth,1.398,BENZINE,11,1,12,2019.0,Blue,5.0,5,Automatic,6.3,7.8,143
9615,OpelCorsa,Sedans,9849,21088,51,Used,Cloth-Black,1.229,BENZINE,5,1,9,2018.0,White,4.0,5,Manual,5.4,6.7,126
9616,OpelCorsa,Compact,9890,13000,66,Used,Cloth-Black,1.398,BENZINE,6,2,12,2018.0,Blue,5.0,5,Manual,5.2,6.6,121
9617,OpelCorsa,Sedans,9890,32500,55,Used,Other,1.398,BENZINE,3,3,10,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9618,OpelCorsa,Sedans,9890,17437,66,Used,Cloth-Grey,1.398,BENZINE,7,2,11,2018.0,Grey,4.0,5,Manual,5.2,5.8,120
9619,OpelCorsa,Sedans,9900,44000,51,Used,Cloth-Black,1.229,BENZINE,4,2,10,2018.0,Grey,4.0,5,Manual,5.3,6.6,124
9620,OpelCorsa,Sedans,9900,22264,51,Used,Black,1.229,BENZINE,10,1,13,2018.0,Grey,4.0,5,Manual,5.3,6.6,124
9621,OpelCorsa,Sedans,9900,23000,66,Used,Other,1.398,LPG,3,1,7,2018.0,Black,4.0,5,Manual,5.6,7.1,113
9622,OpelCorsa,Compact,9925,100,51,Pre-registered,Cloth-Black,1.229,BENZINE,4,1,12,2018.0,White,5.0,5,Manual,5.5,7.2,129
9623,OpelCorsa,Sedans,9900,29950,66,Used,Cloth-Black,1.398,BENZINE,7,2,13,2018.0,Grey,4.0,5,Manual,5.1,6.5,120
9624,OpelCorsa,Compact,9900,9847,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,Grey,5.0,5,Manual,5.2,6.9,120
9625,OpelCorsa,Compact,9925,100,51,Pre-registered,Cloth-Black,1.229,BENZINE,4,1,12,2018.0,White,5.0,5,Manual,5.5,7.2,129
9626,OpelCorsa,Compact,9950,9300,66,Used,Cloth-Black,1.398,BENZINE,4,1,9,2018.0,Blue,5.0,5,Manual,5.2,6.6,123
9627,OpelCorsa,Compact,9950,15,51,Used,Cloth-Grey,1.229,BENZINE,4,1,9,2019.0,White,5.0,5,Manual,5.6,7.2,129
9628,OpelCorsa,Other,9925,7100,51,Used,Other,1.229,BENZINE,3,1,10,2018.0,Red,4.0,5,Manual,5.4,6.7,128
9629,OpelCorsa,Sedans,9950,2500,51,Used,Cloth-Black,1.229,BENZINE,3,1,12,2018.0,Grey,4.0,5,Manual,5.4,6.7,126
9630,OpelCorsa,Sedans,9950,2500,51,Used,Other,1.229,BENZINE,1,1,7,2018.0,Grey,4.0,5,Manual,5.4,6.7,126
9631,OpelCorsa,Sedans,9950,25868,51,Used,Cloth-Grey,1.229,BENZINE,8,2,15,2018.0,Silver,4.0,5,Manual,5.3,6.6,124
9632,OpelCorsa,Sedans,9950,18000,55,Demonstration,Cloth-Grey,1.398,BENZINE,7,3,13,2018.0,Silver,4.0,5,Manual,5.1,6.7,118
9633,OpelCorsa,Sedans,9950,35152,51,Used,Cloth-Grey,1.229,BENZINE,8,2,15,2018.0,Grey,4.0,5,Manual,5.3,6.6,124
9634,OpelCorsa,Compact,9950,12545,66,Employee'scar,Cloth-Other,1.397,BENZINE,10,1,13,2018.0,Black,5.0,5,Manual,5.2,6.8,120
9635,OpelCorsa,Sedans,9950,6500,66,Used,Cloth-Grey,1.398,BENZINE,4,1,10,2018.0,Black,4.0,5,Manual,5.6,7.0,128
9636,OpelCorsa,Compact,9950,23842,66,Employee'scar,Cloth-Black,1.398,BENZINE,8,3,15,2018.0,Blue,5.0,5,Manual,5.2,6.6,122
9637,OpelCorsa,Compact,9950,9607,66,Employee'scar,Cloth-Other,1.397,BENZINE,10,1,13,2018.0,Red,5.0,5,Manual,5.2,6.8,120
9638,OpelCorsa,Compact,9946,3850,66,Employee'scar,Cloth-Black,1.398,BENZINE,7,1,12,2018.0,Blue,5.0,5,Manual,5.2,6.6,121
9639,OpelCorsa,Sedans,9945,29594,51,Used,Cloth-Black,1.229,BENZINE,7,1,9,2018.0,Blue,4.0,5,Manual,5.4,6.7,124
9640,OpelCorsa,Compact,9940,15560,66,Employee'scar,Cloth-Black,1.398,BENZINE,12,1,12,2018.0,Red,5.0,5,Manual,5.2,6.6,123
9641,OpelCorsa,Compact,9940,16451,66,Employee'scar,Cloth-Black,1.398,BENZINE,8,2,15,2018.0,Black,5.0,5,Manual,5.1,6.7,118
9642,OpelCorsa,Compact,9940,13292,66,Employee'scar,Cloth-Black,1.398,BENZINE,8,2,15,2018.0,Grey,5.0,5,Manual,5.1,6.7,118
9643,OpelCorsa,Sedans,9900,16000,51,Employee'scar,Cloth-Black,1.229,BENZINE,8,2,12,2018.0,Grey,4.0,5,Manual,5.3,6.6,124
9644,OpelCorsa,Sedans,9940,20845,66,Used,Cloth,1.398,BENZINE,9,1,12,2018.0,Blue,4.0,5,Manual,5.0,6.3,118
9645,OpelCorsa,Compact,9940,13488,66,Employee'scar,Cloth-Black,1.398,BENZINE,8,2,15,2018.0,Grey,5.0,5,Manual,5.1,6.7,118
9646,OpelCorsa,Compact,9940,16451,66,Employee'scar,Cloth-Black,1.398,BENZINE,8,2,15,2018.0,Black,5.0,5,Manual,5.1,6.7,118
9647,OpelCorsa,Sedans,9900,28000,55,Employee'scar,Cloth-Black,1.229,BENZINE,8,3,15,2018.0,Grey,4.0,5,Manual,5.3,6.6,124
9648,OpelCorsa,Compact,9900,21161,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,Blue,5.0,5,Manual,6.0,7.8,110
9649,OpelCorsa,Compact,9900,21161,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,Blue,5.0,5,Manual,6.0,7.8,110
9650,OpelCorsa,Other,9900,14890,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,White,4.0,5,Manual,4.7,5.8,110
9651,OpelCorsa,Compact,9900,12797,66,Employee'scar,Cloth-Black,1.398,BENZINE,11,1,12,2018.0,Grey,5.0,5,Manual,5.2,6.8,120
9652,OpelCorsa,Sedans,9900,26800,55,Employee'scar,Cloth-Grey,1.398,BENZINE,7,2,14,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9653,OpelCorsa,Sedans,9900,35372,55,Employee'scar,Other,1.398,BENZINE,5,1,8,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9654,OpelCorsa,Sedans,9900,10900,55,Used,Cloth-Black,1.398,BENZINE,7,2,14,2018.0,Grey,4.0,5,Manual,4.7,5.8,118
9655,OpelCorsa,Sedans,9900,20000,55,Employee'scar,Cloth-Black,1.398,BENZINE,7,1,11,2018.0,Silver,4.0,5,Manual,5.1,6.7,118
9656,OpelCorsa,Compact,9900,15512,66,Employee'scar,Cloth-Other,1.397,BENZINE,10,1,13,2018.0,Red,5.0,5,Manual,5.2,6.8,120
9657,OpelCorsa,Sedans,9900,8800,55,Used,Cloth-Black,1.398,BENZINE,6,2,10,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9658,OpelCorsa,Sedans,9900,26300,55,Employee'scar,Cloth-Black,1.398,BENZINE,6,4,14,2018.0,Grey,4.0,5,Manual,4.3,6.6,120
9659,OpelCorsa,Other,9900,3850,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,White,4.0,5,Manual,5.2,6.9,120
9660,OpelCorsa,Compact,9900,74,51,Used,Cloth-Black,1.229,BENZINE,4,1,9,2018.0,Blue,5.0,5,Manual,5.8,7.3,132
9661,OpelCorsa,Sedans,9900,17000,55,Used,Cloth-Grey,1.398,BENZINE,4,1,8,2018.0,Silver,4.0,5,Manual,5.1,6.7,118
9662,OpelCorsa,Sedans,9895,21000,51,Used,Cloth-Black,1.229,BENZINE,6,1,8,2018.0,Grey,4.0,5,Manual,5.4,6.7,126
9663,OpelCorsa,Compact,9890,9315,66,Used,Cloth-Grey,1.398,BENZINE,5,1,11,2018.0,White,5.0,5,Manual,5.2,6.6,123
9664,OpelCorsa,Sedans,9899,2257,66,Used,Cloth-Black,1.398,BENZINE,14,2,11,2018.0,White,4.0,5,Manual,5.7,7.2,120
9665,OpelCorsa,Sedans,9890,34700,55,Used,Other,1.398,BENZINE,3,3,10,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9666,OpelCorsa,Sedans,9895,20700,51,Used,Cloth-Black,1.229,BENZINE,6,1,8,2018.0,Blue,4.0,5,Manual,5.4,6.7,126
9667,OpelCorsa,Sedans,9895,16000,51,Used,Cloth-Black,1.229,BENZINE,6,1,8,2018.0,Black,4.0,5,Manual,5.4,6.7,126
9668,OpelCorsa,Sedans,9895,19100,51,Used,Cloth-Black,1.229,BENZINE,6,1,8,2018.0,Blue,4.0,5,Manual,5.4,6.7,126
9669,OpelCorsa,Sedans,9890,50,51,Pre-registered,Cloth-Grey,1.229,BENZINE,5,1,10,2018.0,Blue,4.0,5,Manual,5.4,6.7,126
9670,OpelCorsa,Compact,9980,7900,66,Used,Cloth-Black,1.398,BENZINE,7,1,11,2018.0,White,5.0,5,Manual,5.6,7.0,128
9671,OpelCorsa,Compact,9980,8300,66,Used,Cloth-Grey,1.398,BENZINE,13,1,11,2018.0,Silver,5.0,5,Manual,4.7,5.8,110
9672,OpelCorsa,Compact,9980,19100,74,Used,Cloth,1.364,BENZINE,7,1,11,2018.0,Red,5.0,5,Manual,5.1,6.4,128
9673,OpelCorsa,Sedans,9890,33000,55,Used,Other,1.398,BENZINE,3,3,10,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9674,OpelCorsa,Compact,9980,10,51,Pre-registered,Cloth-Black,1.229,BENZINE,2,1,9,2018.0,Red,5.0,5,Manual,5.3,6.9,124
9675,OpelCorsa,Compact,9890,1,55,New,Other,1.398,BENZINE,2,1,10,2019.0,White,5.0,5,Manual,5.7,7.3,133
9676,OpelCorsa,Sedans,9890,32300,55,Used,Other,1.398,BENZINE,3,3,10,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9677,OpelCorsa,Compact,9980,14200,66,Used,Cloth-Black,1.398,BENZINE,7,1,11,2018.0,Black,5.0,5,Manual,4.7,5.8,110
9678,OpelCorsa,Compact,9970,10,51,Pre-registered,Cloth-Grey,1.229,BENZINE,4,1,12,2018.0,White,5.0,5,Manual,5.4,6.7,126
9679,OpelCorsa,Sedans,9976,19398,51,Used,Other,1.229,BENZINE,7,2,11,2018.0,Black,4.0,5,Manual,5.4,6.7,126
9680,OpelCorsa,Sedans,9975,26439,66,Used,Cloth-Other,1.398,BENZINE,12,2,14,2018.0,Silver,4.0,5,Manual,5.7,7.2,130
9681,OpelCorsa,Compact,9979,10,51,Pre-registered,Cloth-Black,1.229,BENZINE,4,1,10,2019.0,Blue,5.0,5,Manual,5.8,7.3,134
9682,OpelCorsa,Sedans,9965,16920,51,Used,Cloth-Black,1.229,BENZINE,7,1,8,2018.0,Grey,4.0,5,Manual,5.4,6.7,124
9683,OpelCorsa,Compact,9950,11000,51,Demonstration,Cloth-Black,1.229,BENZINE,3,1,10,2018.0,Blue,5.0,5,Manual,5.6,7.2,131
9684,OpelCorsa,Compact,9950,5,51,Pre-registered,Cloth-Black,1.229,BENZINE,4,1,9,2019.0,Red,5.0,5,Manual,5.7,7.3,131
9685,OpelCorsa,Compact,9950,11925,66,Employee'scar,Cloth-Black,1.398,BENZINE,11,1,12,2018.0,Red,5.0,5,Manual,5.2,6.8,120
9686,OpelCorsa,Compact,9950,20,51,Pre-registered,Cloth-Grey,1.229,BENZINE,4,1,9,2019.0,Red,5.0,5,Manual,5.8,7.3,132
9687,OpelCorsa,Sedans,9950,10000,51,Used,Cloth-Black,1.229,BENZINE,4,1,13,2018.0,White,4.0,5,Manual,5.7,7.3,131
9688,OpelCorsa,Sedans,9950,14200,51,Used,Other,1.229,BENZINE,2,1,10,2018.0,Silver,4.0,5,Manual,5.4,6.7,126
9689,OpelCorsa,Compact,9950,4939,66,Used,Cloth-Black,1.398,BENZINE,3,1,12,2018.0,White,5.0,5,Manual,5.2,6.6,123
9690,OpelCorsa,Compact,9950,20,51,Pre-registered,Cloth-Grey,1.229,BENZINE,4,1,9,2019.0,Red,5.0,5,Manual,5.8,7.3,132
9691,OpelCorsa,Sedans,9900,43000,51,Used,Black,1.229,BENZINE,5,1,9,2018.0,White,4.0,5,Manual,5.4,6.7,128
9692,OpelCorsa,Compact,9950,16455,66,Employee'scar,Cloth-Black,1.398,BENZINE,12,1,13,2018.0,White,5.0,5,Manual,5.2,6.8,120
9693,OpelCorsa,Compact,9950,5,51,Pre-registered,Cloth-Grey,1.229,BENZINE,4,1,9,2019.0,Red,5.0,5,Manual,5.7,7.3,131
9694,OpelCorsa,Sedans,9900,37490,51,Used,Cloth-Black,1.229,BENZINE,9,1,12,2018.0,Silver,4.0,5,Manual,5.3,6.6,124
9695,OpelCorsa,Sedans,9900,19525,55,Employee'scar,Cloth-Black,1.398,BENZINE,8,1,10,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9696,OpelCorsa,Sedans,9900,10824,55,Used,Other,1.398,BENZINE,3,3,10,2018.0,White,4.0,5,Manual,5.1,6.7,118
9697,OpelCorsa,Sedans,9900,20641,55,Used,Other,1.398,BENZINE,3,3,10,2018.0,Silver,4.0,5,Manual,5.1,6.7,118
9698,OpelCorsa,Sedans,9900,26595,51,Employee'scar,Cloth-Grey,1.229,BENZINE,13,3,16,2018.0,White,4.0,5,Manual,5.3,6.6,124
9699,OpelCorsa,Sedans,9900,27000,51,Used,Cloth-Grey,1.229,BENZINE,10,2,15,2018.0,Grey,4.0,5,Manual,5.3,6.6,124
9700,OpelCorsa,Compact,9900,19800,55,Used,Cloth-Black,1.398,BENZINE,12,1,11,2018.0,Silver,5.0,5,Manual,5.1,6.7,51
9701,OpelCorsa,Sedans,9900,24965,55,Employee'scar,Cloth-Grey,1.398,BENZINE,6,2,14,2018.0,White,4.0,5,Manual,5.2,6.8,120
9702,OpelCorsa,Sedans,9900,25000,51,Used,Cloth-Black,1.229,BENZINE,9,2,14,2018.0,White,4.0,5,Manual,5.3,6.6,124
9703,OpelCorsa,Compact,9900,13463,66,Employee'scar,Cloth-Other,1.397,BENZINE,10,1,13,2018.0,White,5.0,5,Manual,5.2,6.8,120
9704,OpelCorsa,Sedans,9900,28000,51,Used,Cloth-Other,1.229,BENZINE,10,1,11,2018.0,Grey,4.0,5,Manual,5.3,6.6,124
9705,OpelCorsa,Sedans,9900,17000,55,Used,Cloth-Black,1.398,BENZINE,8,1,12,2018.0,Grey,4.0,5,Manual,5.1,6.7,118
9706,OpelCorsa,Sedans,9900,22000,51,Used,Cloth-Black,1.229,BENZINE,9,1,14,2018.0,Silver,4.0,5,Manual,5.3,6.6,124
9707,OpelCorsa,Compact,9900,7700,51,Used,Cloth-Black,1.229,BENZINE,5,1,9,2018.0,White,5.0,5,Manual,5.6,7.2,129
9708,OpelCorsa,Sedans,9900,18078,51,Used,Cloth-Black,1.229,BENZINE,8,3,16,2018.0,Silver,4.0,5,Manual,5.3,6.6,124
9709,OpelCorsa,Compact,9900,7360,66,Employee'scar,Cloth-Other,1.397,BENZINE,10,1,13,2018.0,Red,5.0,5,Manual,5.2,6.8,120
9710,OpelCorsa,Sedans,9890,15900,66,Used,Cloth-Grey,1.398,BENZINE,9,1,10,2018.0,Grey,4.0,5,Manual,5.6,7.0,128
9711,OpelCorsa,Compact,9880,0,51,New,Cloth-Black,1.229,BENZINE,5,1,11,2019.0,Blue,5.0,5,Manual,5.6,7.3,129
9712,OpelCorsa,Sedans,9880,22268,51,Used,Cloth-Black,1.229,BENZINE,7,1,9,2018.0,Black,4.0,5,Manual,5.4,6.7,124
9713,OpelCorsa,Sedans,9880,19247,51,Used,Cloth-Black,1.229,BENZINE,5,1,7,2018.0,Grey,4.0,5,Manual,5.4,6.7,124
9714,OpelCorsa,Sedans,9880,26001,51,Used,Cloth-Black,1.229,BENZINE,6,1,7,2018.0,Grey,4.0,5,Manual,5.4,6.7,124
9715,OpelCorsa,Sedans,9880,15644,66,Used,Cloth-Grey,1.398,BENZINE,7,2,11,2018.0,Grey,4.0,5,Manual,5.2,5.8,120
9716,OpelCorsa,Sedans,9880,15717,66,Used,Cloth-Grey,1.398,BENZINE,7,2,11,2018.0,Grey,4.0,5,Manual,5.2,5.8,120
9717,OpelCorsa,Sedans,9880,13999,51,Used,Cloth-Black,1.229,BENZINE,5,1,7,2018.0,Grey,4.0,5,Manual,5.4,6.7,124
9718,OpelCorsa,Compact,9880,10490,66,Used,Cloth-Black,1.398,BENZINE,7,2,14,2018.0,Silver,5.0,5,Manual,5.2,6.6,123
9719,OpelCorsa,Compact,9865,7208,51,Used,Cloth-Black,1.229,BENZINE,5,1,14,2018.0,Blue,5.0,5,Manual,5.4,6.7,128
9720,OpelCorsa,Compact,9850,15430,66,Employee'scar,Cloth-Black,1.398,BENZINE,11,1,11,2018.0,White,5.0,5,Manual,5.2,6.8,120
9721,OpelCorsa,Compact,9850,13000,66,Used,Cloth-Black,1.398,BENZINE,4,1,12,2018.0,White,5.0,5,Manual,5.2,6.6,123
9722,OpelCorsa,Sedans,9850,5000,66,Used,Other,1.398,BENZINE,5,1,12,2018.0,Red,4.0,5,Manual,5.6,7.0,128
9723,OpelCorsa,Sedans,9849,24487,51,Used,Cloth-Black,1.229,BENZINE,5,1,9,2018.0,White,4.0,5,Manual,5.4,6.7,126
9724,OpelCorsa,Sedans,9849,14164,51,Used,Cloth-Black,1.229,BENZINE,5,1,9,2018.0,White,4.0,5,Manual,5.4,6.7,126
9725,OpelCorsa,Sedans,9849,17667,51,Used,Cloth-Black,1.229,BENZINE,6,1,9,2018.0,White,4.0,5,Manual,5.4,6.7,126
9726,OpelCorsa,Sedans,9849,17719,51,Used,Cloth-Black,1.229,BENZINE,5,1,9,2018.0,White,4.0,5,Manual,5.4,6.7,126
9727,OpelCorsa,Sedans,9849,15513,51,Used,Cloth-Black,1.229,BENZINE,5,1,9,2018.0,White,4.0,5,Manual,5.4,6.7,126
9728,OpelCorsa,Compact,9800,17487,74,Employee'scar,Cloth-Black,1.398,BENZINE,13,1,12,2018.0,Red,5.0,5,Manual,5.2,6.8,122
9729,OpelCorsa,Sedans,9849,17661,51,Used,Cloth-Black,1.229,BENZINE,5,1,9,2018.0,White,4.0,5,Manual,5.4,6.7,126
9730,OpelCorsa,Compact,9800,18920,74,Employee'scar,Cloth-Black,1.398,BENZINE,12,1,12,2018.0,White,5.0,5,Manual,5.2,6.8,122
9731,OpelCorsa,Compact,9800,19400,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,White,5.0,5,Manual,5.2,6.9,120
9732,OpelCorsa,Compact,9800,44200,66,Used,Cloth-Black,1.398,BENZINE,12,3,13,2018.0,Grey,5.0,5,Manual,5.2,6.6,123
9733,OpelCorsa,Other,9800,22500,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,Blue,4.0,5,Manual,5.2,6.9,120
9734,OpelCorsa,Other,9800,19400,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,White,4.0,5,Manual,5.2,6.9,120
