,make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
1881,AudiA1,Compact,27380,2998,85,Demonstration,Cloth-Other,0.999,BENZINE,15,3,16,2019.0,Red,5.0,5,Automatic,4.9,5.9,111
1882,AudiA1,Compact,27380,0,85,New,Cloth-Black,0.999,BENZINE,15,4,18,2019.0,Grey,5.0,5,Automatic,4.9,5.9,111
1883,AudiA1,Sedans,27200,900,85,Pre-registered,Cloth-Other,0.999,BENZINE,10,1,12,2019.0,White,4.0,5,Automatic,4.8,5.8,108
1884,AudiA1,Sedans,27700,281,85,Used,Other,0.999,BENZINE,19,1,69,2019.0,White,4.0,5,Automatic,4.8,5.9,110
1885,AudiA1,Sedans,27650,0,85,Pre-registered,Cloth-Black,0.999,BENZINE,8,1,11,2019.0,White,4.0,4,Automatic,4.8,5.8,108
1886,AudiA1,Sedans,27650,10,85,Used,Cloth-Grey,0.999,BENZINE,4,2,2,2019.0,White,4.0,5,Automatic,4.8,5.9,110
1887,AudiA1,Sedans,27650,20,85,Pre-registered,Cloth-Black,0.999,BENZINE,16,5,18,2019.0,Grey,4.0,5,Automatic,4.8,5.8,108
1888,AudiA1,Sedans,27650,10,85,Used,Cloth-Grey,0.999,BENZINE,4,2,2,2019.0,Black,4.0,5,Automatic,4.8,5.9,110
1889,AudiA1,Sedans,28500,50,85,Pre-registered,Cloth-Black,0.999,BENZINE,16,5,21,2019.0,White,4.0,4,Automatic,4.8,5.8,108
1890,AudiA1,Compact,28280,6999,85,Demonstration,Partleather-Black,0.999,BENZINE,18,4,12,2019.0,Yellow,5.0,5,Automatic,4.9,5.9,111
1891,AudiA1,Compact,28240,11,85,New,Cloth-Black,0.999,BENZINE,15,3,16,2019.0,Green,5.0,5,Automatic,4.9,5.9,111
1892,AudiA1,Compact,28780,0,85,New,Cloth,0.999,BENZINE,15,6,18,2019.0,White,5.0,5,Automatic,4.8,5.9,110
1893,AudiA1,Compact,28750,4500,85,Demonstration,Cloth-Black,1.0,BENZINE,16,2,13,2019.0,Blue,5.0,4,Automatic,4.9,5.9,111
1894,AudiA1,Compact,28755,0,85,New,Cloth-Black,0.999,BENZINE,14,1,10,2019.0,Blue,5.0,5,Automatic,4.8,5.9,110
1895,AudiA1,Compact,28755,0,85,New,Cloth-Black,0.999,BENZINE,14,1,10,2019.0,Blue,5.0,5,Automatic,4.8,5.9,110
1896,AudiA1,Sedans,28800,10,85,Pre-registered,Cloth-Black,0.999,BENZINE,8,1,11,2019.0,Black,4.0,4,Automatic,4.8,5.8,108
1897,AudiA1,Compact,28750,5000,85,Used,Cloth-Black,0.999,BENZINE,9,1,3,2019.0,Grey,5.0,4,Automatic,4.4,5.4,108
1898,AudiA1,Sedans,28710,0,85,New,Cloth,0.999,BENZINE,17,1,13,2019.0,Black,4.0,5,Automatic,4.9,6.0,116
1899,AudiA1,Sedans,28690,3000,85,Pre-registered,Other,0.999,BENZINE,17,6,17,2019.0,Grey,4.0,5,Automatic,4.8,5.9,108
1900,AudiA1,Sedans,28600,10,85,Pre-registered,Fullleather-Black,0.999,BENZINE,9,1,11,2019.0,Grey,4.0,5,Automatic,4.8,5.8,108
1901,AudiA1,Compact,28690,0,85,New,Cloth-Black,0.999,BENZINE,15,2,16,2019.0,Red,5.0,5,Automatic,4.8,5.9,110
1902,AudiA1,Sedans,28690,3333,85,Demonstration,Cloth-Grey,1.0,BENZINE,18,3,12,2019.0,Blue,4.0,5,Automatic,4.9,5.9,111
1903,AudiA1,Sedans,28650,0,85,New,Cloth-Black,0.999,BENZINE,10,2,15,2019.0,Black,4.0,5,Automatic,4.8,5.8,108
1904,AudiA1,Compact,28650,7,85,New,Cloth-Black,0.999,BENZINE,10,4,3,2019.0,Grey,5.0,5,Automatic,4.8,5.9,108
1905,AudiA1,Sedans,28600,0,85,New,Cloth,0.999,BENZINE,14,2,15,2019.0,Grey,4.0,4,Automatic,4.8,5.8,108
1906,AudiA1,Compact,28600,4000,85,Employee'scar,Cloth-Other,0.999,BENZINE,10,3,9,2019.0,Red,5.0,5,Automatic,4.8,5.8,108
1907,AudiA1,Compact,28560,10,147,New,Partleather-Black,1.984,BENZINE,13,3,16,2019.0,Black,5.0,5,Automatic,6.0,8.2,142
1908,AudiA1,Sedans,28500,3500,85,Used,Cloth-Black,0.999,BENZINE,17,7,23,2019.0,Yellow,4.0,5,Automatic,4.8,5.9,108
1909,AudiA1,Compact,28200,0,147,New,Other,1.984,BENZINE,19,1,69,2019.0,Red,5.0,5,Automatic,6.0,8.0,136
1910,AudiA1,Compact,28190,0,85,New,Cloth-Black,0.999,BENZINE,17,6,17,2019.0,Yellow,5.0,4,Automatic,4.8,5.9,110
1911,AudiA1,Compact,28515,11,85,New,Cloth-Black,0.999,BENZINE,15,3,16,2019.0,White,5.0,5,Automatic,4.9,5.9,111
1912,AudiA1,Compact,28515,11,85,New,Cloth-Black,0.999,BENZINE,14,2,15,2019.0,Red,5.0,5,Automatic,4.9,5.9,111
1913,AudiA1,Sedans,28500,0,85,New,Cloth-Black,0.999,BENZINE,19,1,69,2019.0,White,4.0,4,Automatic,4.8,5.8,108
1914,AudiA1,Sedans,28500,4000,85,Used,Other,0.999,BENZINE,11,2,7,2019.0,Red,4.0,5,Automatic,4.8,5.9,108
1915,AudiA1,Sedans,28499,0,85,Pre-registered,Other,0.999,BENZINE,7,1,10,2019.0,Grey,4.0,5,Automatic,4.8,5.9,108
1916,AudiA1,Sedans,28150,0,85,New,Cloth-Black,0.999,BENZINE,10,3,15,2019.0,White,4.0,5,Automatic,4.8,5.8,108
1917,AudiA1,Sedans,28150,0,85,New,Cloth-Black,0.999,BENZINE,10,3,16,2019.0,White,4.0,5,Automatic,4.8,5.8,108
1918,AudiA1,Compact,28490,0,85,New,Cloth-Black,0.999,BENZINE,15,1,10,2019.0,Black,5.0,5,Automatic,4.8,5.9,110
1919,AudiA1,Compact,27980,0,85,New,Cloth-Other,0.999,BENZINE,15,3,16,2019.0,Red,5.0,5,Automatic,4.9,5.9,111
1920,AudiA1,Sedans,27930,15,85,Used,Other,0.999,BENZINE,12,1,11,2019.0,Grey,4.0,5,Automatic,4.8,5.9,108
1921,AudiA1,Sedans,27995,8000,85,Demonstration,Partleather-Grey,0.999,BENZINE,16,5,17,2019.0,Black,4.0,4,Automatic,4.9,6.0,116
1922,AudiA1,Compact,27990,0,85,New,Cloth-Black,0.999,BENZINE,15,2,17,2019.0,White,5.0,5,Automatic,4.8,5.9,110
1923,AudiA1,Sedans,27990,3800,85,Used,Cloth-Black,0.999,BENZINE,14,1,12,2019.0,White,4.0,5,Automatic,4.8,5.8,108
1924,AudiA1,Compact,27990,3006,62,Used,Cloth-Black,0.999,BENZINE,15,3,14,2019.0,Grey,5.0,5,Automatic,4.8,5.9,110
1925,AudiA1,Compact,27980,50,85,New,Cloth-Grey,0.999,BENZINE,13,5,14,2019.0,Red,5.0,5,Automatic,4.7,5.6,108
1926,AudiA1,Sedans,27980,9000,85,Used,Partleather-Black,0.999,BENZINE,16,4,14,2019.0,White,4.0,5,Automatic,4.8,5.9,110
1927,AudiA1,Compact,27980,0,85,New,Cloth-Black,0.999,BENZINE,15,3,18,2019.0,Yellow,5.0,5,Automatic,4.9,5.9,111
1928,AudiA1,Compact,27980,0,85,New,Cloth-Black,0.999,BENZINE,15,3,18,2019.0,Yellow,5.0,5,Automatic,4.9,5.9,111
1929,AudiA1,Compact,27980,0,85,New,Cloth-Black,0.999,BENZINE,15,3,18,2019.0,Yellow,5.0,5,Automatic,4.9,5.9,111
1930,AudiA1,Compact,27980,0,85,New,Cloth-Black,0.999,BENZINE,15,3,18,2019.0,Yellow,5.0,5,Automatic,4.9,5.9,111
1931,AudiA1,Compact,27980,0,85,New,Cloth-Black,0.999,BENZINE,15,3,18,2019.0,Black,5.0,5,Automatic,4.9,5.9,111
1932,AudiA1,Compact,27980,0,85,New,Cloth-Black,0.999,BENZINE,15,1,10,2019.0,White,5.0,5,Automatic,4.8,5.9,110
1933,AudiA1,Compact,27980,0,85,New,Cloth-Black,0.999,BENZINE,14,1,11,2019.0,Grey,5.0,5,Automatic,4.8,5.9,110
1934,AudiA1,Sedans,28490,5000,85,Used,Other,0.999,BENZINE,13,2,7,2019.0,Grey,4.0,5,Automatic,4.8,5.9,108
1935,AudiA1,Compact,28480,0,85,New,Cloth-Grey,0.999,BENZINE,16,2,12,2019.0,Yellow,5.0,5,Automatic,4.8,5.9,110
1936,AudiA1,Sedans,28480,2900,85,Used,Partleather-Black,0.999,BENZINE,9,2,10,2019.0,Red,4.0,5,Automatic,4.8,5.9,110
1937,AudiA1,Sedans,28475,100,85,Pre-registered,Cloth-Other,0.999,BENZINE,18,3,19,2019.0,Black,4.0,5,Automatic,4.8,5.8,108
1938,AudiA1,Compact,28460,9999,147,Demonstration,Cloth-Grey,1.984,BENZINE,17,4,15,2019.0,Blue,5.0,5,Automatic,6.0,8.2,137
1939,AudiA1,Sedans,28427,0,85,New,Cloth-Black,0.999,BENZINE,17,3,12,2019.0,Yellow,4.0,5,Automatic,4.9,6.0,116
1940,AudiA1,Compact,28400,1000,85,Employee'scar,Cloth-Other,0.999,BENZINE,8,2,13,2019.0,Green,5.0,5,Automatic,4.8,5.8,108
1941,AudiA1,Compact,28400,1000,85,Employee'scar,Cloth-Other,0.999,BENZINE,8,2,13,2019.0,Green,5.0,5,Automatic,4.8,5.8,108
1942,AudiA1,Sedans,28400,10,85,Pre-registered,Cloth-Black,0.999,BENZINE,11,1,15,2019.0,Grey,4.0,5,Automatic,4.8,5.9,108
1943,AudiA1,Sedans,28400,10,85,Pre-registered,Other,0.999,BENZINE,2,1,3,2019.0,Black,4.0,5,Automatic,4.8,5.8,108
1944,AudiA1,Sedans,27900,0,85,Pre-registered,Cloth-Black,0.999,BENZINE,8,2,11,2019.0,White,4.0,4,Automatic,4.8,5.8,108
1945,AudiA1,Sedans,27900,0,85,Employee'scar,Cloth-Black,0.999,BENZINE,16,4,21,2019.0,Red,4.0,5,Automatic,4.8,5.8,108
1946,AudiA1,Compact,27878,4000,85,Demonstration,Cloth-Other,0.999,BENZINE,15,3,16,2019.0,Green,5.0,5,Automatic,4.8,5.9,110
1947,AudiA1,Sedans,27870,1150,85,Demonstration,Cloth-Black,0.999,BENZINE,17,6,16,2019.0,Blue,4.0,5,Automatic,4.9,5.9,111
1948,AudiA1,Sedans,27845,1120,85,Pre-registered,Cloth-Black,0.999,BENZINE,15,1,14,2019.0,Blue,4.0,4,Automatic,4.8,5.8,110
1949,AudiA1,Sedans,27800,2835,85,Employee'scar,Fullleather-Grey,0.999,BENZINE,9,1,11,2019.0,Yellow,4.0,5,Automatic,4.8,5.8,108
1950,AudiA1,Sedans,27800,10,85,Pre-registered,Cloth-Other,0.999,BENZINE,8,1,10,2019.0,White,4.0,5,Automatic,4.8,5.8,108
1951,AudiA1,Sedans,27800,0,85,New,Cloth-Other,0.999,BENZINE,13,6,17,2019.0,Grey,4.0,5,Automatic,4.8,5.8,108
1952,AudiA1,Sedans,27796,0,85,New,Black,0.999,BENZINE,6,1,11,2019.0,White,4.0,4,Automatic,4.8,5.8,108
1953,AudiA1,Compact,27780,0,85,New,Cloth-Other,0.999,BENZINE,17,3,17,2019.0,Black,5.0,5,Automatic,4.9,5.9,111
1954,AudiA1,Compact,27780,0,85,New,Cloth-Other,0.999,BENZINE,17,3,17,2019.0,Grey,5.0,5,Automatic,4.9,5.9,111
1955,AudiA1,Compact,27780,0,85,New,Cloth-Other,0.999,BENZINE,17,3,17,2019.0,Grey,5.0,5,Automatic,4.9,5.9,111
1956,AudiA1,Sedans,27600,196,85,Used,Other,0.999,BENZINE,19,1,69,2019.0,Black,4.0,5,Automatic,4.8,5.9,110
1957,AudiA1,Sedans,27550,2000,85,Used,Other,0.999,BENZINE,10,1,12,2019.0,Blue,4.0,5,Automatic,4.8,5.9,108
1958,AudiA1,Sedans,27500,251,85,Used,Other,0.999,BENZINE,11,1,12,2019.0,Black,4.0,5,Automatic,4.8,5.9,108
1959,AudiA1,Sedans,27500,4999,85,Demonstration,Fullleather-Grey,0.999,BENZINE,17,4,14,2019.0,Yellow,4.0,5,Automatic,4.8,5.9,110
1960,AudiA1,Compact,27500,6000,85,Used,Cloth-Black,0.999,BENZINE,16,2,15,2019.0,Yellow,5.0,5,Automatic,4.8,5.9,110
1961,AudiA1,Compact,27490,0,85,New,Cloth-Black,0.999,BENZINE,13,3,17,2019.0,White,5.0,5,Automatic,4.9,5.9,111
1962,AudiA1,Sedans,27490,3011,85,Demonstration,Cloth-Grey,0.999,BENZINE,18,4,17,2019.0,Grey,4.0,5,Automatic,4.8,5.9,110
1963,AudiA1,Sedans,27450,220,85,Used,Cloth,0.999,BENZINE,11,1,8,2019.0,White,4.0,5,Automatic,4.8,5.9,108
1964,AudiA1,Sedans,27450,220,85,Used,Other,0.999,BENZINE,12,1,12,2019.0,White,4.0,5,Automatic,4.8,5.9,108
1965,AudiA1,Compact,27400,10,85,Employee'scar,Cloth-Other,0.999,BENZINE,9,1,12,2019.0,Blue,5.0,5,Automatic,4.8,5.8,108
1966,AudiA1,Compact,27400,10,85,Employee'scar,Cloth-Other,0.999,BENZINE,9,1,12,2019.0,Blue,5.0,5,Automatic,4.8,5.8,108
1967,AudiA1,Compact,27380,2998,85,Demonstration,Cloth-Other,0.999,BENZINE,15,3,16,2019.0,White,5.0,5,Automatic,4.9,5.9,111
1968,AudiA1,Compact,27380,0,85,New,Cloth-Black,0.999,BENZINE,15,4,18,2019.0,Black,5.0,5,Automatic,4.9,5.9,111
1969,AudiA1,Compact,27380,0,85,New,Cloth-Black,0.999,BENZINE,15,3,18,2019.0,Grey,5.0,5,Automatic,4.9,5.9,111
1970,AudiA1,Compact,27380,0,85,New,Cloth-Black,0.999,BENZINE,15,3,18,2019.0,Grey,5.0,5,Automatic,4.9,5.9,111
1971,AudiA1,Compact,27380,0,85,New,Cloth-Black,0.999,BENZINE,15,3,18,2019.0,Black,5.0,5,Automatic,4.9,5.9,111
